subject,rel_lemma,object,rel_p_id,query,prompt,model_output,output_probs
Rome,capital-city-of,Italy,P1376,Rome is the capital city of,"Complete the sentence. Answer with one word. ""Rome is the capital city of""",Italy.,"[[[""Italy"", ""0.951023""], [""Italia"", ""0.011972""], [""**"", ""0.008759""], [""France"", ""0.004404""], [""*"", ""0.002844""]], [[""."", ""0.529663""], ["""", ""0.467426""], ["" �"", ""0.001022""], ["" �"", ""0.000353""], [""\n"", ""0.000214""]], [["""", ""0.995497""], ["" �"", ""0.000664""], ["" *("", ""0.000456""], ["" �"", ""0.000334""], ["" {"", ""0.000295""]]]"
Province of Brandenburg,capital-of,Berlin,P1376,"Province of Brandenburg's capital,","Complete the sentence. Answer with one word. ""Province of Brandenburg's capital,""",Spreewald.,"[[[""S"", ""0.351834""], [""Berlin"", ""0.188323""], [""**"", ""0.073748""], [""Pr"", ""0.069280""], [""An"", ""0.034836""]], [[""pre"", ""0.336295""], [""ieg"", ""0.054899""], [""ied"", ""0.037731""], [""tern"", ""0.022885""], [""pr"", ""0.017823""]], [[""ew"", ""0.653196""], [""m"", ""0.212062""], [""cher"", ""0.018530""], [""e"", ""0.016352""], [""chen"", ""0.011239""]], [[""ald"", ""0.980765""], [""alde"", ""0.013990""], [""al"", ""0.001779""], [""alk"", ""0.000697""], [""wald"", ""0.000422""]], [[""."", ""0.742149""], ["""", ""0.146138""], ["".\n\n"", ""0.019778""], ["" ("", ""0.013593""], [""\n\n"", ""0.009945""]], [["""", ""0.456892""], ["" *("", ""0.429211""], ["" ("", ""0.039923""], ["" **("", ""0.010094""], ["" (*"", ""0.005751""]]]"
Kiev Voivodeship,capital-of,Kiev,P1376,"Kiev Voivodeship's capital,","Complete the sentence. Answer with one word. ""Kiev Voivodeship's capital,""",Ukraine,"[[[""Uk"", ""0.148709""], [""U"", ""0.115815""], [""Z"", ""0.108798""], [""Ky"", ""0.090197""], [""P"", ""0.061991""]], [[""raine"", ""0.920604""], [""rain"", ""0.033533""], [""raina"", ""0.029593""], [""raj"", ""0.002282""], [""ray"", ""0.001221""]], [["""", ""0.578508""], [""."", ""0.290892""], ["" ("", ""0.036983""], [""\n\n"", ""0.028802""], [""'s"", ""0.008252""]]]"
Sweden,capital-of,Stockholm,P1376,"Sweden's capital,","Complete the sentence. Answer with one word. ""Sweden's capital,""",Stockholm,"[[[""Stock"", ""0.877717""], [""**"", ""0.043699""], [""C"", ""0.031971""], [""Sw"", ""0.011049""], [""St"", ""0.005914""]], [[""holm"", ""0.999422""], [""hol"", ""0.000430""], [""h"", ""0.000040""], [""holt"", ""0.000019""], [""hold"", ""0.000009""]], [["""", ""0.529831""], [""."", ""0.467574""], ["" �"", ""0.000401""], [""\n"", ""0.000275""], [""\n\n\n"", ""0.000189""]]]"
Afghan Transitional Administration,capital-of,Kabul,P1376,"Afghan Transitional Administration's capital,","Complete the sentence. Answer with one word. ""Afghan Transitional Administration's capital,""",Kabul,"[[[""K"", ""0.637996""], [""H"", ""0.125629""], [""**"", ""0.026333""], ["" Kabul"", ""0.023239""], [""G"", ""0.013241""]], [[""abul"", ""0.972467""], [""ab"", ""0.020183""], [""and"", ""0.002411""], [""abil"", ""0.001462""], [""abol"", ""0.000573""]], [["""", ""0.930681""], [""."", ""0.067418""], ["" ("", ""0.000377""], [""\n\n\n"", ""0.000108""], [""\n"", ""0.000101""]]]"
Greece,capital-of,Athens,P1376,"Greece's capital,","Complete the sentence. Answer with one word. ""Greece's capital,""",Athens,"[[[""Ath"", ""0.927597""], [""A"", ""0.033788""], [""**"", ""0.013231""], [""\"""", ""0.003345""], [""*A"", ""0.003143""]], [[""ens"", ""0.979139""], [""ènes"", ""0.010877""], [""ena"", ""0.006597""], [""ē"", ""0.000478""], [""én"", ""0.000396""]], [["""", ""0.530232""], [""."", ""0.467929""], [""\n"", ""0.000167""], ["" �"", ""0.000157""], ["" �"", ""0.000122""]]]"
Giorgio Pantano,have-citizenship-of,Italy,P27,"Giorgio Pantano, who has a citizenship of","Complete the sentence. Answer with one word. ""Giorgio Pantano, who has a citizenship of""",Italy,"[[[""Italy"", ""0.711940""], [""France"", ""0.035445""], [""Italian"", ""0.029385""], [""Sw"", ""0.010810""], [""Australia"", ""0.010155""]], [["""", ""0.671920""], [""."", ""0.317392""], ["" �"", ""0.005813""], ["" ("", ""0.001075""], ["" �"", ""0.000837""]]]"
Nathuram Godse,have-citizenship-of,India,P27,Nathuram Godse has a citizenship of,"Complete the sentence. Answer with one word. ""Nathuram Godse has a citizenship of""",India,"[[[""India"", ""0.690550""], [""N"", ""0.028502""], [""Sw"", ""0.019589""], [""K"", ""0.019589""], [""Ind"", ""0.015256""]], [["""", ""0.611067""], [""."", ""0.370631""], ["" ("", ""0.005287""], ["" �"", ""0.002658""], [""\n"", ""0.000863""]]]"
Senkichi Taniguchi,is-citizen-of,Japan,P27,Senkichi Taniguchi is a citizen of,"Complete the sentence. Answer with one word. ""Senkichi Taniguchi is a citizen of""",Japan,"[[[""Japan"", ""0.837633""], [""J"", ""0.025294""], [""S"", ""0.017385""], [""K"", ""0.007247""], [""**"", ""0.006808""]], [["""", ""0.643838""], [""."", ""0.344622""], ["" �"", ""0.003174""], ["" ("", ""0.001499""], [""\n"", ""0.000665""]]]"
Norimoto Yoda,have-citizenship-of,Japan,P27,Norimoto Yoda has a citizenship of,"Complete the sentence. Answer with one word. ""Norimoto Yoda has a citizenship of""",Japan,"[[[""Japan"", ""0.463324""], [""Nor"", ""0.218859""], [""France"", ""0.021670""], [""K"", ""0.014894""], [""Sw"", ""0.013991""]], [["""", ""0.644244""], [""."", ""0.344839""], ["" �"", ""0.005574""], ["" ("", ""0.000855""], ["" �"", ""0.000430""]]]"
Miriam Waddington,have-citizenship-of,Canada,P27,Miriam Waddington has a citizenship of,"Complete the sentence. Answer with one word. ""Miriam Waddington has a citizenship of""",France,"[[[""France"", ""0.194944""], [""Australia"", ""0.142624""], [""Sw"", ""0.081265""], [""United"", ""0.076341""], [""Canada"", ""0.071716""]], [["""", ""0.723130""], [""."", ""0.266025""], ["" �"", ""0.004039""], ["" ("", ""0.000959""], [""\n"", ""0.000795""]]]"
Dominic Seiterle,have-citizenship-of,Canada,P27,Dominic Seiterle has a citizenship of,"Complete the sentence. Answer with one word. ""Dominic Seiterle has a citizenship of""",Germany,"[[[""Germany"", ""0.414400""], [""France"", ""0.086863""], [""Sw"", ""0.086863""], [""Australia"", ""0.081600""], [""Domin"", ""0.059700""]], [["""", ""0.743086""], [""."", ""0.241245""], ["" �"", ""0.008787""], ["" ("", ""0.000817""], ["" �"", ""0.000721""]]]"
Pavel Bure,have-citizenship-of,Russia,P27,Pavel Bure has a citizenship of,"Complete the sentence. Answer with one word. ""Pavel Bure has a citizenship of""",Russia,"[[[""Russia"", ""0.123842""], [""France"", ""0.109290""], [""Canada"", ""0.090604""], [""Sw"", ""0.090604""], [""C"", ""0.040205""]], [["""", ""0.609146""], [""."", ""0.369465""], ["" ("", ""0.005972""], ["" �"", ""0.004369""], ["" and"", ""0.001939""]]]"
Shigeki Maruyama,hold-citizenship-of,Japan,P27,Shigeki Maruyama holds a citizenship of,"Complete the sentence. Answer with one word. ""Shigeki Maruyama holds a citizenship of""",Japan,"[[[""Japan"", ""0.780219""], [""Canada"", ""0.019532""], [""Sing"", ""0.019532""], [""France"", ""0.019532""], [""United"", ""0.008142""]], [["""", ""0.616288""], [""."", ""0.373798""], ["" �"", ""0.003038""], ["" ("", ""0.001731""], [""\n\n"", ""0.000438""]]]"
Florent Brard,hold-citizenship-of,France,P27,Florent Brard holds a citizenship of,"Complete the sentence. Answer with one word. ""Florent Brard holds a citizenship of""",France,"[[[""France"", ""0.791238""], [""Sw"", ""0.030680""], [""Al"", ""0.013614""], [""Belg"", ""0.010603""], [""Canada"", ""0.010603""]], [["""", ""0.747099""], [""."", ""0.242548""], ["" �"", ""0.003250""], ["" ("", ""0.001740""], [""\n"", ""0.000681""]]]"
Yasutaka Nakata,is-citizen-of,Japan,P27,Yasutaka Nakata is a citizen of,"Complete the sentence. Answer with one word. ""Yasutaka Nakata is a citizen of""",Japan,"[[[""Japan"", ""0.863325""], [""J"", ""0.011569""], [""**"", ""0.007469""], [""France"", ""0.006592""], [""N"", ""0.005817""]], [["""", ""0.525818""], [""."", ""0.464033""], ["" �"", ""0.003543""], ["" ("", ""0.001015""], [""\n"", ""0.000578""]]]"
Jaafar of Negeri Sembilan,have-citizenship-of,Malaysia,P27,"Jaafar of Negeri Sembilan, who has a citizenship of","Complete the sentence. Answer with one word. ""Jaafar of Negeri Sembilan, who has a citizenship of""",Singapore,"[[[""Sing"", ""0.254176""], [""Mal"", ""0.238776""], [""Ind"", ""0.112790""], [""India"", ""0.034399""], [""S"", ""0.023642""]], [[""ap"", ""0.999230""], [""apur"", ""0.000357""], [""apor"", ""0.000191""], [""apat"", ""0.000019""], [""apan"", ""0.000019""]], [[""ore"", ""0.832257""], [""orean"", ""0.127631""], [""ura"", ""0.032270""], [""orea"", ""0.001710""], [""ure"", ""0.000974""]], [["""", ""0.915286""], [""."", ""0.051637""], [""an"", ""0.009552""], ["" ("", ""0.004512""], ["" �"", ""0.002415""]]]"
Rick Hansen,have-citizenship-of,Canada,P27,Rick Hansen has a citizenship of,"Complete the sentence. Answer with one word. ""Rick Hansen has a citizenship of""",Canada,"[[[""Canada"", ""0.720766""], [""Australia"", ""0.023169""], [""Sw"", ""0.018044""], [""New"", ""0.014959""], [""France"", ""0.013201""]], [["""", ""0.583963""], [""."", ""0.401352""], ["" �"", ""0.007351""], ["" �"", ""0.001360""], ["" ("", ""0.001277""]]]"
Kalevi Sorsa,have-citizenship-of,Finland,P27,Kalevi Sorsa has a citizenship of,"Complete the sentence. Answer with one word. ""Kalevi Sorsa has a citizenship of""",Finland.,"[[[""Finland"", ""0.717904""], [""Est"", ""0.035742""], [""K"", ""0.033577""], [""Pol"", ""0.027836""], [""Hung"", ""0.015861""]], [[""."", ""0.586478""], ["""", ""0.403080""], ["" �"", ""0.005074""], [""\n\n\n"", ""0.000569""], [""ian"", ""0.000472""]], [["""", ""0.995116""], ["" *("", ""0.001165""], ["" ("", ""0.000517""], ["" {"", ""0.000260""], ["" �"", ""0.000244""]]]"
Beppe Grillo,is-citizen-of,Italy,P27,Beppe Grillo is a citizen of,"Complete the sentence. Answer with one word. ""Beppe Grillo is a citizen of""",Italy,"[[[""Italy"", ""0.868868""], [""Italia"", ""0.038175""], [""France"", ""0.009067""], [""**"", ""0.006634""], [""Sw"", ""0.005500""]], [["""", ""0.555818""], [""."", ""0.432871""], ["" �"", ""0.006573""], ["" �"", ""0.001294""], ["" ("", ""0.000611""]]]"
Bert De Graeve,have-citizenship-of,Belgium,P27,"Bert De Graeve, who has a citizenship of","Complete the sentence. Answer with one word. ""Bert De Graeve, who has a citizenship of""",Belgium,"[[[""Belg"", ""0.681591""], [""France"", ""0.086655""], [""B"", ""0.020582""], [""Net"", ""0.015058""], [""Sw"", ""0.012484""]], [[""ium"", ""0.961549""], [""ian"", ""0.037283""], [""um"", ""0.000500""], [""ia"", ""0.000184""], [""ique"", ""0.000173""]], [["""", ""0.675449""], [""."", ""0.319060""], ["" �"", ""0.002593""], [""\n\n\n"", ""0.000398""], ["" �"", ""0.000351""]]]"
Colman mac Duagh,is-citizen-of,Ireland,P27,Colman mac Duagh is a citizen of,"Complete the sentence. Answer with one word. ""Colman mac Duagh is a citizen of""",Ireland,"[[[""I"", ""0.425471""], [""Scotland"", ""0.083780""], [""The"", ""0.030821""], [""E"", ""0.027199""], [""B"", ""0.025552""]], [[""reland"", ""0.979945""], [""re"", ""0.004831""], [""ré"", ""0.002014""], [""rl"", ""0.001777""], [""r"", ""0.001300""]], [["""", ""0.792001""], [""."", ""0.200249""], ["" �"", ""0.002225""], [""\n"", ""0.000987""], ["" ("", ""0.000818""]]]"
Henri Guilbeaux,is-citizen-of,France,P27,Henri Guilbeaux is a citizen of,"Complete the sentence. Answer with one word. ""Henri Guilbeaux is a citizen of""",France,"[[[""France"", ""0.909397""], [""Al"", ""0.006943""], [""Canada"", ""0.005080""], [""**"", ""0.005080""], [""B"", ""0.005080""]], [["""", ""0.745705""], [""."", ""0.242095""], ["" �"", ""0.005349""], ["" ("", ""0.001121""], [""\n"", ""0.000929""]]]"
Pierre Cardin,is-citizen-of,France,P27,Pierre Cardin is a citizen of,"Complete the sentence. Answer with one word. ""Pierre Cardin is a citizen of""",France,"[[[""France"", ""0.955865""], [""Italy"", ""0.014514""], [""**"", ""0.005339""], [""Al"", ""0.001530""], [""Fran"", ""0.001268""]], [[""."", ""0.494366""], ["""", ""0.494366""], ["" �"", ""0.005846""], ["" �"", ""0.001081""], ["" ("", ""0.000698""]]]"
Bertil Lindblad,citizen-of,Sweden,P27,"Bertil Lindblad, who is a citizen of","Complete the sentence. Answer with one word. ""Bertil Lindblad, who is a citizen of""",Sweden,"[[[""Sw"", ""0.685923""], [""France"", ""0.049688""], [""Finland"", ""0.041193""], [""Den"", ""0.024985""], [""**"", ""0.020713""]], [[""eden"", ""0.998307""], [""itzerland"", ""0.001325""], [""edish"", ""0.000245""], [""edan"", ""0.000033""], ["" Sweden"", ""0.000013""]], [["""", ""0.855813""], [""."", ""0.131243""], ["" �"", ""0.008390""], ["" �"", ""0.000647""], ["" ("", ""0.000571""]]]"
Gabriel-Marie Garrone,is-citizen-of,France,P27,Gabriel-Marie Garrone is a citizen of,"Complete the sentence. Answer with one word. ""Gabriel-Marie Garrone is a citizen of""",France,"[[[""France"", ""0.896594""], [""Al"", ""0.008257""], [""Sw"", ""0.006846""], [""**"", ""0.005008""], [""B"", ""0.004420""]], [["""", ""0.557484""], [""."", ""0.434169""], ["" �"", ""0.003529""], ["" ("", ""0.000950""], [""\n"", ""0.000576""]]]"
Daniel Victor,have-citizenship-of,Canada,P27,Daniel Victor has a citizenship of,"Complete the sentence. Answer with one word. ""Daniel Victor has a citizenship of""",France,"[[[""France"", ""0.380476""], [""Sw"", ""0.084896""], [""Canada"", ""0.042688""], [""Germany"", ""0.040102""], [""Australia"", ""0.027562""]], [["""", ""0.762454""], [""."", ""0.218447""], ["" �"", ""0.008470""], ["" ("", ""0.002012""], ["" and"", ""0.000950""]]]"
Ryszard Engelking,have-citizenship-of,Poland,P27,"Ryszard Engelking, who has a citizenship of","Complete the sentence. Answer with one word. ""Ryszard Engelking, who has a citizenship of""",Poland,"[[[""Pol"", ""0.818489""], [""C"", ""0.007538""], [""B"", ""0.007081""], [""K"", ""0.006652""], [""France"", ""0.006249""]], [[""and"", ""0.995290""], [""ish"", ""0.003168""], [""onia"", ""0.000664""], [""ska"", ""0.000378""], [""ski"", ""0.000062""]], [["""", ""0.931952""], [""."", ""0.059578""], ["" �"", ""0.004054""], ["" ("", ""0.001316""], ["" �"", ""0.000622""]]]"
Albert Mathiez,hold-citizenship-of,France,P27,"Albert Mathiez, who holds a citizenship of","Complete the sentence. Answer with one word. ""Albert Mathiez, who holds a citizenship of""",France,"[[[""France"", ""0.752100""], [""Sw"", ""0.054482""], [""Belg"", ""0.029162""], [""French"", ""0.015609""], [""Al"", ""0.006927""]], [["""", ""0.773000""], [""."", ""0.221468""], ["" �"", ""0.002171""], ["" ("", ""0.000705""], [""\n"", ""0.000354""]]]"
Scott Morrison,have-citizenship-of,Australia,P27,Scott Morrison has a citizenship of,"Complete the sentence. Answer with one word. ""Scott Morrison has a citizenship of""",Australia.,"[[[""Australia"", ""0.846497""], [""United"", ""0.018702""], [""Canada"", ""0.016504""], [""New"", ""0.014565""], [""Australian"", ""0.007324""]], [[""."", ""0.648673""], ["""", ""0.347209""], ["" �"", ""0.001939""], ["" �"", ""0.000359""], ["" ("", ""0.000279""]], [["""", ""0.995653""], ["" *("", ""0.001497""], ["" ("", ""0.000486""], ["" �"", ""0.000356""], ["" {"", ""0.000244""]]]"
Philippe Leclerc de Hauteclocque,is-citizen-of,France,P27,Philippe Leclerc de Hauteclocque is a citizen of,"Complete the sentence. Answer with one word. ""Philippe Leclerc de Hauteclocque is a citizen of""",France,"[[[""France"", ""0.816255""], [""**"", ""0.015914""], [""Belg"", ""0.014044""], [""B"", ""0.009653""], [""Al"", ""0.007062""]], [["""", ""0.698455""], [""."", ""0.291159""], ["" �"", ""0.002681""], ["" ("", ""0.001626""], [""\n"", ""0.000927""]]]"
Mahito Tsujimura,hold-citizenship-of,Japan,P27,Mahito Tsujimura holds a citizenship of,"Complete the sentence. Answer with one word. ""Mahito Tsujimura holds a citizenship of""",Japan,"[[[""Japan"", ""0.711483""], [""France"", ""0.033277""], [""Canada"", ""0.025916""], [""Sing"", ""0.025916""], [""Germany"", ""0.015719""]], [["""", ""0.670536""], [""."", ""0.316739""], ["" �"", ""0.003105""], ["" ("", ""0.002917""], [""\n"", ""0.000476""]]]"
Jeet Ganguly,hold-citizenship-of,India,P27,Jeet Ganguly holds a citizenship of,"Complete the sentence. Answer with one word. ""Jeet Ganguly holds a citizenship of""",France,"[[[""France"", ""0.313886""], [""Ind"", ""0.108476""], [""B"", ""0.065794""], [""India"", ""0.058063""], [""C"", ""0.031079""]], [["""", ""0.740023""], [""."", ""0.240250""], ["" �"", ""0.004400""], ["" and"", ""0.002079""], [""\n"", ""0.001953""]]]"
Henrique Maximiano Coelho Neto,is-citizen-of,Brazil,P27,Henrique Maximiano Coelho Neto is a citizen of,"Complete the sentence. Answer with one word. ""Henrique Maximiano Coelho Neto is a citizen of""",Brazil,"[[[""Brazil"", ""0.419497""], [""Portugal"", ""0.164277""], [""Costa"", ""0.030388""], [""Brasil"", ""0.028547""], [""France"", ""0.026818""]], [["""", ""0.669724""], [""."", ""0.316355""], ["" �"", ""0.006566""], ["" ("", ""0.000889""], ["" �"", ""0.000784""]]]"
Kae Araki,have-citizenship-of,Japan,P27,Kae Araki has a citizenship of,"Complete the sentence. Answer with one word. ""Kae Araki has a citizenship of""",Japan,"[[[""Japan"", ""0.827890""], [""Sing"", ""0.019470""], [""K"", ""0.014245""], [""Canada"", ""0.013382""], [""France"", ""0.006729""]], [["""", ""0.698658""], [""."", ""0.291244""], ["" �"", ""0.005011""], ["" ("", ""0.000871""], ["" �"", ""0.000562""]]]"
Lionel Messi,have-citizenship-of,Argentina,P27,"Lionel Messi, who has a citizenship of","Complete the sentence. Answer with one word. ""Lionel Messi, who has a citizenship of""",Argentina,"[[[""Argentina"", ""0.387881""], [""France"", ""0.302082""], [""Spain"", ""0.071751""], [""Argent"", ""0.026396""], [""Italy"", ""0.023294""]], [["""", ""0.767884""], [""."", ""0.220002""], ["" �"", ""0.007528""], ["" �"", ""0.001482""], ["" ("", ""0.000352""]]]"
Jan Machulski,have-citizenship-of,Poland,P27,"Jan Machulski, who has a citizenship of","Complete the sentence. Answer with one word. ""Jan Machulski, who has a citizenship of""",Poland,"[[[""Pol"", ""0.707980""], [""C"", ""0.027451""], [""Germany"", ""0.017724""], [""Uk"", ""0.013803""], [""Hung"", ""0.012967""]], [[""and"", ""0.995438""], [""ish"", ""0.003168""], [""ska"", ""0.000429""], [""onia"", ""0.000378""], [""ski"", ""0.000066""]], [["""", ""0.898956""], [""."", ""0.083616""], ["" �"", ""0.011316""], ["" ("", ""0.001630""], ["" �"", ""0.001352""]]]"
Simone Vagnozzi,have-citizenship-of,Italy,P27,"Simone Vagnozzi, who has a citizenship of","Complete the sentence. Answer with one word. ""Simone Vagnozzi, who has a citizenship of""",Italy,"[[[""Italy"", ""0.482504""], [""France"", ""0.121996""], [""Italian"", ""0.044880""], [""Sw"", ""0.034952""], [""Australia"", ""0.025572""]], [["""", ""0.698538""], [""."", ""0.291194""], ["" �"", ""0.005010""], ["" �"", ""0.001050""], ["" ("", ""0.000987""]]]"
Ravi Shankar,is-citizen-of,India,P27,Ravi Shankar is a citizen of,"Complete the sentence. Answer with one word. ""Ravi Shankar is a citizen of""",India,"[[[""India"", ""0.798509""], [""B"", ""0.084162""], [""Ind"", ""0.022652""], [""**"", ""0.019990""], [""V"", ""0.006908""]], [["""", ""0.584551""], [""."", ""0.401756""], ["" �"", ""0.008338""], ["" �"", ""0.001542""], ["" ("", ""0.000501""]]]"
Sachiko Kobayashi,is-citizen-of,Japan,P27,Sachiko Kobayashi is a citizen of,"Complete the sentence. Answer with one word. ""Sachiko Kobayashi is a citizen of""",Japan,"[[[""Japan"", ""0.923780""], [""J"", ""0.010924""], [""**"", ""0.005493""], [""France"", ""0.004019""], [""Canada"", ""0.003547""]], [["""", ""0.746339""], [""."", ""0.242301""], ["" �"", ""0.005029""], ["" ("", ""0.000874""], ["" �"", ""0.000821""]]]"
Alexandre Astruc,is-citizen-of,France,P27,Alexandre Astruc is a citizen of,"Complete the sentence. Answer with one word. ""Alexandre Astruc is a citizen of""",France,"[[[""France"", ""0.936859""], [""Al"", ""0.006313""], [""Belg"", ""0.003829""], [""**"", ""0.003379""], [""B"", ""0.003174""]], [["""", ""0.557742""], [""."", ""0.434370""], ["" �"", ""0.003116""], [""\n"", ""0.000740""], ["" ("", ""0.000576""]]]"
Hiro Matsushita,have-citizenship-of,Japan,P27,Hiro Matsushita has a citizenship of,"Complete the sentence. Answer with one word. ""Hiro Matsushita has a citizenship of""",Japan,"[[[""Japan"", ""0.858122""], [""H"", ""0.012240""], [""India"", ""0.005782""], [""Sing"", ""0.004793""], [""B"", ""0.004503""]], [["""", ""0.695980""], [""."", ""0.290127""], ["" �"", ""0.004992""], ["" ("", ""0.001955""], [""\n"", ""0.000526""]]]"
Moses Ndiema Masai,is-citizen-of,Kenya,P27,Moses Ndiema Masai is a citizen of,"Complete the sentence. Answer with one word. ""Moses Ndiema Masai is a citizen of""",Kenya,"[[[""Ken"", ""0.697348""], [""K"", ""0.057242""], [""U"", ""0.039342""], [""T"", ""0.018584""], [""Af"", ""0.014473""]], [[""ya"", ""0.999825""], [""YA"", ""0.000048""], [""yan"", ""0.000043""], [""Ya"", ""0.000017""], ["" ya"", ""0.000017""]], [["""", ""0.807423""], [""."", ""0.180160""], ["" �"", ""0.008970""], ["" �"", ""0.001006""], [""\n"", ""0.000327""]]]"
Peggy Nash,have-citizenship-of,Canada,P27,Peggy Nash has a citizenship of,"Complete the sentence. Answer with one word. ""Peggy Nash has a citizenship of""",Canada,"[[[""Canada"", ""0.498044""], [""Australia"", ""0.183220""], [""United"", ""0.052493""], [""France"", ""0.031839""], [""Sw"", ""0.031839""]], [["""", ""0.646074""], [""."", ""0.345818""], ["" �"", ""0.004634""], ["" �"", ""0.000711""], ["" ("", ""0.000431""]]]"
K. R. Gowri Amma,have-citizenship-of,India,P27,K. R. Gowri Amma has a citizenship of,"Complete the sentence. Answer with one word. ""K. R. Gowri Amma has a citizenship of""",India,"[[[""India"", ""0.631678""], [""Sing"", ""0.062545""], [""B"", ""0.058755""], [""Ind"", ""0.023009""], [""**"", ""0.019075""]], [["""", ""0.748010""], [""."", ""0.242843""], ["" �"", ""0.005365""], ["" �"", ""0.000682""], ["" ("", ""0.000440""]]]"
Manuel Carrasco,hold-citizenship-of,Spain,P27,"Manuel Carrasco, who holds a citizenship of","Complete the sentence. Answer with one word. ""Manuel Carrasco, who holds a citizenship of""",Spain,"[[[""Spain"", ""0.254261""], [""France"", ""0.164163""], [""Portugal"", ""0.041507""], [""Domin"", ""0.038992""], [""Mexico"", ""0.034411""]], [["""", ""0.802340""], [""."", ""0.179026""], ["" �"", ""0.011445""], ["" ("", ""0.001133""], ["" �"", ""0.000829""]]]"
Pankaj Udhas,have-citizenship-of,India,P27,Pankaj Udhas has a citizenship of,"Complete the sentence. Answer with one word. ""Pankaj Udhas has a citizenship of""",India,"[[[""India"", ""0.703424""], [""Pak"", ""0.037280""], [""B"", ""0.037280""], [""Sing"", ""0.029034""], [""Ind"", ""0.024070""]], [["""", ""0.724668""], [""."", ""0.266590""], ["" �"", ""0.005533""], ["" �"", ""0.000548""], ["" ("", ""0.000377""]]]"
Dave Ridgway,have-citizenship-of,Canada,P27,Dave Ridgway has a citizenship of,"Complete the sentence. Answer with one word. ""Dave Ridgway has a citizenship of""",United Kingdom,"[[[""United"", ""0.165895""], [""Australia"", ""0.088797""], [""Canada"", ""0.083417""], [""France"", ""0.073616""], [""Sw"", ""0.047530""]], [["" Kingdom"", ""0.618130""], ["" States"", ""0.374915""], ["" Arab"", ""0.002094""], [""_"", ""0.000820""], [""-St"", ""0.000497""]], [["""", ""0.923651""], [""."", ""0.066909""], ["" �"", ""0.003129""], ["" ("", ""0.002762""], ["" �"", ""0.000424""]]]"
Adriano Celentano,is-citizen-of,Italy,P27,Adriano Celentano is a citizen of,"Complete the sentence. Answer with one word. ""Adriano Celentano is a citizen of""",Italy,"[[[""Italy"", ""0.677350""], [""France"", ""0.043302""], [""Italia"", ""0.020454""], [""Portugal"", ""0.015930""], [""Brazil"", ""0.013206""]], [["""", ""0.555094""], [""."", ""0.432308""], ["" �"", ""0.006564""], ["" �"", ""0.001293""], ["" ("", ""0.000736""]]]"
Antonis Samaras,is-citizen-of,Greece,P27,Antonis Samaras is a citizen of,"Complete the sentence. Answer with one word. ""Antonis Samaras is a citizen of""",Greece,"[[[""G"", ""0.737702""], [""Cy"", ""0.036728""], [""**"", ""0.019659""], [""France"", ""0.011924""], [""Tur"", ""0.009286""]], [[""ree"", ""0.999175""], [""reek"", ""0.000553""], [""REE"", ""0.000131""], [""rec"", ""0.000058""], [""reeks"", ""0.000020""]], [[""ce"", ""0.999773""], [""ace"", ""0.000031""], [""cek"", ""0.000029""], [""ece"", ""0.000017""], [""cia"", ""0.000015""]], [["""", ""0.702614""], [""."", ""0.292893""], ["" �"", ""0.001742""], [""\n"", ""0.000469""], ["" �"", ""0.000414""]]]"
Mark Heese,have-citizenship-of,Canada,P27,Mark Heese has a citizenship of,"Complete the sentence. Answer with one word. ""Mark Heese has a citizenship of""",France,"[[[""France"", ""0.131785""], [""Canada"", ""0.096416""], [""Germany"", ""0.090574""], [""Sw"", ""0.090574""], [""United"", ""0.066266""]], [["""", ""0.670058""], [""."", ""0.316513""], ["" �"", ""0.007924""], ["" ("", ""0.000835""], ["" �"", ""0.000611""]]]"
Riyu Kosaka,is-citizen-of,Japan,P27,Riyu Kosaka is a citizen of,"Complete the sentence. Answer with one word. ""Riyu Kosaka is a citizen of""",Japan,"[[[""Japan"", ""0.898465""], [""J"", ""0.013642""], [""Sing"", ""0.006444""], [""R"", ""0.004429""], [""Canada"", ""0.003449""]], [["""", ""0.670719""], [""."", ""0.316825""], ["" �"", ""0.005451""], ["" ("", ""0.001143""], ["" �"", ""0.000890""]]]"
Marcin Libicki,is-citizen-of,Poland,P27,Marcin Libicki is a citizen of,"Complete the sentence. Answer with one word. ""Marcin Libicki is a citizen of""",Poland,"[[[""Pol"", ""0.861723""], [""France"", ""0.014827""], [""C"", ""0.014827""], [""Sl"", ""0.013928""], [""Uk"", ""0.006181""]], [[""and"", ""0.999320""], [""ish"", ""0.000191""], [""onia"", ""0.000149""], [""ska"", ""0.000090""], [""AND"", ""0.000029""]], [["""", ""0.748133""], [""."", ""0.242883""], ["" �"", ""0.004735""], ["" �"", ""0.000773""], ["" ("", ""0.000682""]]]"
Tomasz Kamusella,is-citizen-of,Poland,P27,Tomasz Kamusella is a citizen of,"Complete the sentence. Answer with one word. ""Tomasz Kamusella is a citizen of""",Poland,"[[[""Pol"", ""0.861644""], [""C"", ""0.022962""], [""Sl"", ""0.017883""], [""**"", ""0.008992""], [""K"", ""0.005806""]], [[""and"", ""0.999166""], [""ish"", ""0.000230""], [""ska"", ""0.000169""], [""onia"", ""0.000149""], [""AND"", ""0.000033""]], [["""", ""0.723466""], [""."", ""0.266148""], ["" �"", ""0.004579""], ["" ("", ""0.001233""], ["" �"", ""0.000702""]]]"
