subject,rel_lemma,object,rel_p_id,query,prompt,model_output,output_probs
Mahito Tsujimura,hold-citizenship-of,Japan,P27,Mahito Tsujimura holds a citizenship of,"Complete the sentence. Answer with one word. ""Mahito Tsujimura holds a citizenship of""",Japan,"[[[""Japan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Jeet Ganguly,hold-citizenship-of,India,P27,Jeet Ganguly holds a citizenship of,"Complete the sentence. Answer with one word. ""Jeet Ganguly holds a citizenship of""",India,"[[[""India"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Henrique Maximiano Coelho Neto,is-citizen-of,Brazil,P27,Henrique Maximiano Coelho Neto is a citizen of,"Complete the sentence. Answer with one word. ""Henrique Maximiano Coelho Neto is a citizen of""",Brazil,"[[[""Brazil"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Kae Araki,have-citizenship-of,Japan,P27,Kae Araki has a citizenship of,"Complete the sentence. Answer with one word. ""Kae Araki has a citizenship of""",Japanese,"[[[""Japanese"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Lionel Messi,have-citizenship-of,Argentina,P27,"Lionel Messi, who has a citizenship of","Complete the sentence. Answer with one word. ""Lionel Messi, who has a citizenship of""",Argentina,"[[[""Argentina"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Jan Machulski,have-citizenship-of,Poland,P27,"Jan Machulski, who has a citizenship of","Complete the sentence. Answer with one word. ""Jan Machulski, who has a citizenship of""",Poland,"[[[""Pol"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""and"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Simone Vagnozzi,have-citizenship-of,Italy,P27,"Simone Vagnozzi, who has a citizenship of","Complete the sentence. Answer with one word. ""Simone Vagnozzi, who has a citizenship of""",Italy,"[[[""Italy"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Ravi Shankar,is-citizen-of,India,P27,Ravi Shankar is a citizen of,"Complete the sentence. Answer with one word. ""Ravi Shankar is a citizen of""",India,"[[[""India"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Sachiko Kobayashi,is-citizen-of,Japan,P27,Sachiko Kobayashi is a citizen of,"Complete the sentence. Answer with one word. ""Sachiko Kobayashi is a citizen of""",Japan,"[[[""Japan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Alexandre Astruc,is-citizen-of,France,P27,Alexandre Astruc is a citizen of,"Complete the sentence. Answer with one word. ""Alexandre Astruc is a citizen of""",France,"[[[""France"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Hiro Matsushita,have-citizenship-of,Japan,P27,Hiro Matsushita has a citizenship of,"Complete the sentence. Answer with one word. ""Hiro Matsushita has a citizenship of""",Japanese,"[[[""Japanese"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Moses Ndiema Masai,is-citizen-of,Kenya,P27,Moses Ndiema Masai is a citizen of,"Complete the sentence. Answer with one word. ""Moses Ndiema Masai is a citizen of""",Kenya,"[[[""Ken"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""ya"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Peggy Nash,have-citizenship-of,Canada,P27,Peggy Nash has a citizenship of,"Complete the sentence. Answer with one word. ""Peggy Nash has a citizenship of""",United States,"[[[""American"", ""0.833014""], [""United"", ""0.166986""], [""#"", ""0.000000""], [""\"""", ""0.000000""], [""!"", ""0.000000""]], [["" States"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
K. R. Gowri Amma,have-citizenship-of,India,P27,K. R. Gowri Amma has a citizenship of,"Complete the sentence. Answer with one word. ""K. R. Gowri Amma has a citizenship of""",Indian,"[[[""Indian"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Manuel Carrasco,hold-citizenship-of,Spain,P27,"Manuel Carrasco, who holds a citizenship of","Complete the sentence. Answer with one word. ""Manuel Carrasco, who holds a citizenship of""","Manuel Carrasco, who holds a citizenship of Spain.","[[[""Man"", ""0.671348""], [""Spain"", ""0.328652""], [""#"", ""0.000000""], [""\"""", ""0.000000""], [""!"", ""0.000000""]], [[""uel"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" Carr"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""asco"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["","", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" who"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" holds"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" a"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" citizenship"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" of"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" Spain"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""."", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Pankaj Udhas,have-citizenship-of,India,P27,Pankaj Udhas has a citizenship of,"Complete the sentence. Answer with one word. ""Pankaj Udhas has a citizenship of""",India,"[[[""India"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Dave Ridgway,have-citizenship-of,Canada,P27,Dave Ridgway has a citizenship of,"Complete the sentence. Answer with one word. ""Dave Ridgway has a citizenship of""",American,"[[[""American"", ""0.671347""], [""Canadian"", ""0.328653""], [""#"", ""0.000000""], [""\"""", ""0.000000""], [""!"", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Adriano Celentano,is-citizen-of,Italy,P27,Adriano Celentano is a citizen of,"Complete the sentence. Answer with one word. ""Adriano Celentano is a citizen of""",Italy,"[[[""Italy"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Antonis Samaras,is-citizen-of,Greece,P27,Antonis Samaras is a citizen of,"Complete the sentence. Answer with one word. ""Antonis Samaras is a citizen of""",Greece,"[[[""G"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""reece"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Mark Heese,have-citizenship-of,Canada,P27,Mark Heese has a citizenship of,"Complete the sentence. Answer with one word. ""Mark Heese has a citizenship of""",American,"[[[""American"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Riyu Kosaka,is-citizen-of,Japan,P27,Riyu Kosaka is a citizen of,"Complete the sentence. Answer with one word. ""Riyu Kosaka is a citizen of""",Japan,"[[[""Japan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Marcin Libicki,is-citizen-of,Poland,P27,Marcin Libicki is a citizen of,"Complete the sentence. Answer with one word. ""Marcin Libicki is a citizen of""",Poland,"[[[""Pol"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""and"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Tomasz Kamusella,is-citizen-of,Poland,P27,Tomasz Kamusella is a citizen of,"Complete the sentence. Answer with one word. ""Tomasz Kamusella is a citizen of""",Poland,"[[[""Pol"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""and"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Haseeb Ahsan,have-citizenship-of,Pakistan,P27,"Haseeb Ahsan, who has a citizenship of","Complete the sentence. Answer with one word. ""Haseeb Ahsan, who has a citizenship of""",Pakistan,"[[[""Pakistan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Thanh Lam,is-citizen-of,Vietnam,P27,Thanh Lam is a citizen of,"Complete the sentence. Answer with one word. ""Thanh Lam is a citizen of""",Vietnam,"[[[""Viet"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""nam"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Michel Houellebecq,is-citizen-of,France,P27,Michel Houellebecq is a citizen of,"Complete the sentence. Answer with one word. ""Michel Houellebecq is a citizen of""",France,"[[[""France"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Hasibul Hossain,is-citizen-of,Bangladesh,P27,Hasibul Hossain is a citizen of,"Complete the sentence. Answer with one word. ""Hasibul Hossain is a citizen of""",Bangladesh,"[[[""Bang"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""ladesh"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Shadi Sadr,have-citizenship-of,Iran,P27,"Shadi Sadr, who has a citizenship of","Complete the sentence. Answer with one word. ""Shadi Sadr, who has a citizenship of""",Iranian,"[[[""Iran"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""ian"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Shanta Kumar,have-citizenship-of,India,P27,Shanta Kumar has a citizenship of,"Complete the sentence. Answer with one word. ""Shanta Kumar has a citizenship of""",India,"[[[""India"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Jean-Baptiste Lamy,is-citizen-of,France,P27,Jean-Baptiste Lamy is a citizen of,"Complete the sentence. Answer with one word. ""Jean-Baptiste Lamy is a citizen of""",France,"[[[""France"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Prasanna,have-citizenship-of,India,P27,Prasanna has a citizenship of,"Complete the sentence. Answer with one word. ""Prasanna has a citizenship of""",India,"[[[""India"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Oscar Drouin,have-citizenship-of,Canada,P27,Oscar Drouin has a citizenship of,"Complete the sentence. Answer with one word. ""Oscar Drouin has a citizenship of""",Canadian,"[[[""Canadian"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Orestis Laskos,have-citizenship-of,Greece,P27,"Orestis Laskos, who has a citizenship of","Complete the sentence. Answer with one word. ""Orestis Laskos, who has a citizenship of""",Greece,"[[[""G"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""reece"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Sugandha Garg,have-citizenship-of,India,P27,Sugandha Garg has a citizenship of,"Complete the sentence. Answer with one word. ""Sugandha Garg has a citizenship of""",India,"[[[""India"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Terry Mosher,have-citizenship-of,Canada,P27,Terry Mosher has a citizenship of,"Complete the sentence. Answer with one word. ""Terry Mosher has a citizenship of""",American,"[[[""American"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Kristy Sargeant,have-citizenship-of,Canada,P27,Kristy Sargeant has a citizenship of,"Complete the sentence. Answer with one word. ""Kristy Sargeant has a citizenship of""",American,"[[[""American"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Szymon Szymonowic,is-citizen-of,Poland,P27,Szymon Szymonowic is a citizen of,"Complete the sentence. Answer with one word. ""Szymon Szymonowic is a citizen of""",Poland,"[[[""Pol"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""and"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Gianni Lancia,have-citizenship-of,Italy,P27,Gianni Lancia has a citizenship of,"Complete the sentence. Answer with one word. ""Gianni Lancia has a citizenship of""",Italian,"[[[""Italian"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Brad Gushue,have-citizenship-of,Canada,P27,Brad Gushue has a citizenship of,"Complete the sentence. Answer with one word. ""Brad Gushue has a citizenship of""",Canadian,"[[[""Canadian"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Hsieh Cheng-peng,is-citizen-of,Taiwan,P27,Hsieh Cheng-peng is a citizen of,"Complete the sentence. Answer with one word. ""Hsieh Cheng-peng is a citizen of""",Taiwan,"[[[""Tai"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""wan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Subodh Kant Sahay,is-citizen-of,India,P27,Subodh Kant Sahay is a citizen of,"Complete the sentence. Answer with one word. ""Subodh Kant Sahay is a citizen of""",India,"[[[""India"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Scott Brison,have-citizenship-of,Canada,P27,Scott Brison has a citizenship of,"Complete the sentence. Answer with one word. ""Scott Brison has a citizenship of""",Canadian,"[[[""Canadian"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Patricia Conroy,have-citizenship-of,Canada,P27,Patricia Conroy has a citizenship of,"Complete the sentence. Answer with one word. ""Patricia Conroy has a citizenship of""",American,"[[[""American"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Jithan Ramesh,is-citizen-of,India,P27,Jithan Ramesh is a citizen of,"Complete the sentence. Answer with one word. ""Jithan Ramesh is a citizen of""",India,"[[[""India"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Minamoto no Yoshinaka,hold-citizenship-of,Japan,P27,Minamoto no Yoshinaka holds a citizenship of,"Complete the sentence. Answer with one word. ""Minamoto no Yoshinaka holds a citizenship of""",Japan,"[[[""Japan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Sakichi Toyoda,hold-citizenship-of,Japan,P27,Sakichi Toyoda holds a citizenship of,"Complete the sentence. Answer with one word. ""Sakichi Toyoda holds a citizenship of""",Japan,"[[[""Japan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Ho Chi Minh,have-citizenship-of,Vietnam,P27,"Ho Chi Minh, who has a citizenship of","Complete the sentence. Answer with one word. ""Ho Chi Minh, who has a citizenship of""",Vietnam,"[[[""Viet"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""nam"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Henrik Zetterberg,have-citizenship-of,Sweden,P27,"Henrik Zetterberg, who has a citizenship of","Complete the sentence. Answer with one word. ""Henrik Zetterberg, who has a citizenship of""",Sweden,"[[[""Sweden"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Thomas Ong,have-citizenship-of,Singapore,P27,"Thomas Ong, who has a citizenship of","Complete the sentence. Answer with one word. ""Thomas Ong, who has a citizenship of""",Singapore,"[[[""Singapore"", ""0.806678""], [""Thomas"", ""0.193322""], [""#"", ""0.000000""], [""\"""", ""0.000000""], [""!"", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Madan Lal,have-citizenship-of,India,P27,Madan Lal has a citizenship of,"Complete the sentence. Answer with one word. ""Madan Lal has a citizenship of""",Indian,"[[[""Indian"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Dawid Janowski,have-citizenship-of,Poland,P27,"Dawid Janowski, who has a citizenship of","Complete the sentence. Answer with one word. ""Dawid Janowski, who has a citizenship of""",Poland,"[[[""Pol"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""and"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Charles de Salaberry,have-citizenship-of,Canada,P27,Charles de Salaberry has a citizenship of,"Complete the sentence. Answer with one word. ""Charles de Salaberry has a citizenship of""",Canadian,"[[[""Canadian"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Mehmet Ali Aybar,is-citizen-of,Turkey,P27,Mehmet Ali Aybar is a citizen of,"Complete the sentence. Answer with one word. ""Mehmet Ali Aybar is a citizen of""",Turkey,"[[[""Turkey"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Sadeq Larijani,citizen-of,Iran,P27,"Sadeq Larijani, a citizen of","Complete the sentence. Answer with one word. ""Sadeq Larijani, a citizen of""",Iran,"[[[""Iran"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
