subject,rel_lemma,object,rel_p_id,query,prompt,model_output,output_probs
Kingdom of Bavaria,capital-of,Munich,P1376,"Kingdom of Bavaria's capital,","Complete the sentence. Answer with one word. ""Kingdom of Bavaria's capital,""",Munich,"[[[""M"", ""0.511222""], [""C"", ""0.064995""], [""**"", ""0.039421""], [""\"""", ""0.039421""], [""W"", ""0.034789""]], [[""un"", ""0.753063""], [""ün"", ""0.244484""], [""ún"", ""0.000687""], [""uen"", ""0.000324""], [""ü"", ""0.000269""]], [[""ich"", ""0.997150""], [""chen"", ""0.001699""], [""ichen"", ""0.000909""], [""icho"", ""0.000058""], [""iche"", ""0.000051""]], [["""", ""0.676374""], [""."", ""0.319496""], [""\n"", ""0.001017""], ["" ("", ""0.000480""], [""\n\n\n"", ""0.000129""]]]"
Athens,capital-city-of,Greece,P1376,Athens is the capital city of,"Complete the sentence. Answer with one word. ""Athens is the capital city of""",Greece,"[[[""G"", ""0.903138""], [""**"", ""0.018744""], [""\"""", ""0.015539""], [""Gre"", ""0.006896""], [""Ath"", ""0.006085""]], [[""ree"", ""0.999433""], [""REE"", ""0.000296""], [""reek"", ""0.000123""], [""rec"", ""0.000031""], [""reeks"", ""0.000028""]], [[""ce"", ""0.999928""], [""ace"", ""0.000024""], [""ece"", ""0.000011""], [""cek"", ""0.000007""], [""CE"", ""0.000003""]], [["""", ""0.561191""], [""."", ""0.437056""], ["" �"", ""0.000424""], [""\n"", ""0.000257""], ["" �"", ""0.000177""]]]"
Virginia,capital-of,Richmond,P1376,"Virginia's capital,","Complete the sentence. Answer with one word. ""Virginia's capital,""",Richmond,"[[[""Rich"", ""0.471182""], [""Spring"", ""0.119134""], [""\"""", ""0.052865""], [""Sac"", ""0.028297""], [""**"", ""0.026582""]], [[""mond"", ""0.999797""], [""mon"", ""0.000140""], [""mund"", ""0.000015""], [""omon"", ""0.000008""], [""mont"", ""0.000004""]], [["""", ""0.561373""], [""."", ""0.437197""], ["" is"", ""0.000188""], ["" ("", ""0.000166""], [""\n"", ""0.000129""]]]"
Little Rock,capital-city-of,Arkansas,P1376,"Little Rock, the capital city of","Complete the sentence. Answer with one word. ""Little Rock, the capital city of""",Arkansas,"[[[""Ar"", ""0.942095""], [""\"""", ""0.008151""], [""Little"", ""0.004944""], [""**"", ""0.004944""], [""United"", ""0.004098""]], [[""k"", ""0.999554""], [""kan"", ""0.000216""], [""kl"", ""0.000023""], [""ks"", ""0.000021""], [""klahoma"", ""0.000015""]], [[""ansas"", ""0.999923""], [""ansa"", ""0.000051""], [""ans"", ""0.000014""], [""anska"", ""0.000002""], [""ansen"", ""0.000001""]], [["""", ""0.730037""], [""."", ""0.268566""], ["" �"", ""0.000191""], [""\n"", ""0.000179""], ["" ("", ""0.000131""]]]"
Russian Soviet Federative Socialist Republic,capital-of,Moscow,P1376,The capital of Russian Soviet Federative Socialist Republic is,"Complete the sentence. Answer with one word. ""The capital of Russian Soviet Federative Socialist Republic is""",Moscow,"[[[""M"", ""0.983957""], [""**"", ""0.006630""], [""Len"", ""0.001305""], ["" Moscow"", ""0.000843""], [""St"", ""0.000656""]], [[""osc"", ""0.968297""], [""osk"", ""0.029240""], [""os"", ""0.001285""], [""insk"", ""0.000417""], [""OS"", ""0.000269""]], [[""ow"", ""0.999538""], [""ou"", ""0.000158""], [""ov"", ""0.000090""], [""ów"", ""0.000029""], [""ó"", ""0.000023""]], [["""", ""0.729323""], [""."", ""0.268303""], [""\n"", ""0.000487""], ["" ("", ""0.000245""], [""\n\n"", ""0.000123""]]]"
Russia,capital-city-of,Moscow,P1376,"Russia's capital city,","Complete the sentence. Answer with one word. ""Russia's capital city,""",Moscow,"[[[""M"", ""0.802526""], [""K"", ""0.074647""], [""St"", ""0.027461""], [""Saint"", ""0.027461""], [""**"", ""0.016656""]], [[""osc"", ""0.936497""], [""osk"", ""0.059868""], [""os"", ""0.001595""], [""OS"", ""0.000551""], [""insk"", ""0.000379""]], [[""ow"", ""0.998958""], [""ov"", ""0.000261""], [""ou"", ""0.000261""], [""ów"", ""0.000085""], [""ó"", ""0.000075""]], [["""", ""0.561010""], [""."", ""0.436915""], [""\n"", ""0.000274""], [""\n\n\n"", ""0.000138""], ["","", ""0.000078""]]]"
Illinois,capital-of,Springfield,P1376,"Illinois's capital,","Complete the sentence. Answer with one word. ""Illinois's capital,""",Springfield,"[[[""Spring"", ""0.890227""], [""Mad"", ""0.028616""], [""\"""", ""0.025254""], ["" Springfield"", ""0.017357""], [""Sac"", ""0.008199""]], [[""field"", ""0.995431""], [""feld"", ""0.002177""], [""fiel"", ""0.000456""], [""f"", ""0.000456""], [""fields"", ""0.000403""]], [["""", ""0.753555""], [""."", ""0.244644""], ["" �"", ""0.000269""], ["","", ""0.000237""], ["" ("", ""0.000153""]]]"
Zagreb,capital-city-of,Croatia,P1376,"Zagreb, that is the capital city of","Complete the sentence. Answer with one word. ""Zagreb, that is the capital city of""",Croatia,"[[[""Cro"", ""0.948553""], [""Bos"", ""0.019687""], [""C"", ""0.011217""], [""Sl"", ""0.009899""], [""**"", ""0.001831""]], [[""atia"", ""0.999705""], [""azia"", ""0.000075""], [""atian"", ""0.000062""], [""acia"", ""0.000055""], [""atien"", ""0.000011""]], [["""", ""0.620956""], [""."", ""0.376629""], ["" �"", ""0.000566""], [""\n"", ""0.000303""], ["" ("", ""0.000267""]]]"
Dhaka,capital-city-of,Bangladesh,P1376,"Dhaka, the capital city of","Complete the sentence. Answer with one word. ""Dhaka, the capital city of""",Bangladesh,"[[[""B"", ""0.954257""], [""Bang"", ""0.032653""], [""**"", ""0.004419""], [""Ben"", ""0.001435""], ["" Bangladesh"", ""0.001189""]], [[""angl"", ""0.999691""], [""eng"", ""0.000058""], [""ांग"", ""0.000043""], [""াংল"", ""0.000038""], [""ang"", ""0.000015""]], [[""adesh"", ""0.998964""], [""ades"", ""0.001032""], [""ade"", ""0.000001""], [""odes"", ""0.000000""], [""াদেশ"", ""0.000000""]], [["""", ""0.650119""], [""."", ""0.347983""], ["" �"", ""0.000761""], ["" �"", ""0.000247""], [""\n"", ""0.000170""]]]"
N'Djamena,capital-city-of,Chad,P1376,"N'Djamena, the capital city of","Complete the sentence. Answer with one word. ""N'Djamena, the capital city of""",Chad,"[[[""Ch"", ""0.953476""], ["" Chad"", ""0.012002""], [""N"", ""0.011275""], [""**"", ""0.004148""], [""T"", ""0.003035""]], [[""ad"", ""0.998673""], [""ade"", ""0.000335""], [""â"", ""0.000123""], [""adian"", ""0.000116""], [""adu"", ""0.000070""]], [["""", ""0.674555""], [""."", ""0.318637""], ["" ("", ""0.002285""], [""\n\n\n"", ""0.000655""], [""\n"", ""0.000543""]]]"
Sacramento,capital-of,California,P1376,"Sacramento, the capital of","Complete the sentence. Answer with one word. ""Sacramento, the capital of""",California,"[[[""California"", ""0.944932""], [""Sac"", ""0.016258""], [""Cal"", ""0.009861""], [""\"""", ""0.006367""], [""**"", ""0.004376""]], [["""", ""0.588322""], [""."", ""0.404347""], ["" ("", ""0.001552""], ["","", ""0.001458""], [""\n"", ""0.001136""]]]"
Rhode Island,capital-of,Providence,P1376,"Rhode Island's capital,","Complete the sentence. Answer with one word. ""Rhode Island's capital,""",Providence,"[[[""Prov"", ""0.763578""], [""Pro"", ""0.066721""], [""\"""", ""0.038016""], [""Spring"", ""0.027813""], [""Rh"", ""0.020349""]], [[""idence"", ""0.999573""], [""ance"", ""0.000131""], [""ince"", ""0.000045""], [""ence"", ""0.000019""], [""ided"", ""0.000016""]], [["""", ""0.816563""], [""."", ""0.182200""], ["","", ""0.000330""], ["" ("", ""0.000114""], [""\n"", ""0.000074""]]]"
Vilnius,capital-of,Lithuania,P1376,"Vilnius, the capital of","Complete the sentence. Answer with one word. ""Vilnius, the capital of""",Lithuania,"[[[""L"", ""0.714062""], [""Lat"", ""0.262689""], [""**"", ""0.005452""], [""Est"", ""0.003106""], [""Lie"", ""0.002273""]], [[""ith"", ""0.995222""], [""itu"", ""0.004067""], [""it"", ""0.000260""], [""iet"", ""0.000179""], [""ITH"", ""0.000148""]], [[""uan"", ""0.998410""], [""vania"", ""0.000179""], [""uant"", ""0.000096""], [""ua"", ""0.000090""], [""uen"", ""0.000075""]], [[""ia"", ""0.999957""], [""ian"", ""0.000009""], [""ija"", ""0.000004""], [""y"", ""0.000003""], [""iya"", ""0.000003""]], [["""", ""0.816268""], [""."", ""0.182134""], ["" �"", ""0.000481""], ["" �"", ""0.000177""], ["" ("", ""0.000138""]]]"
Vichy France,capital-of,Paris,P1376,"Vichy France's capital,","Complete the sentence. Answer with one word. ""Vichy France's capital,""",Paris,"[[[""Paris"", ""0.407100""], [""R"", ""0.109569""], [""V"", ""0.102931""], [""Vers"", ""0.080163""], [""\"""", ""0.029490""]], [["""", ""0.677287""], [""."", ""0.319928""], [""\n\n\n"", ""0.000311""], [""\n"", ""0.000188""], ["","", ""0.000177""]]]"
Aberdeen City Council,capital-city-of,Aberdeen,P1376,"Aberdeen City Council's capital city,","Complete the sentence. Answer with one word. ""Aberdeen City Council's capital city,""",Aberdeen,"[[[""Aber"", ""0.328575""], [""Scotland"", ""0.175873""], [""Ed"", ""0.106673""], [""G"", ""0.057098""], [""London"", ""0.023802""]], [[""deen"", ""0.988408""], [""de"", ""0.009690""], [""d"", ""0.000747""], [""den"", ""0.000293""], [""don"", ""0.000258""]], [["""", ""0.674405""], ["" City"", ""0.097157""], [""."", ""0.062729""], ["" is"", ""0.043113""], [""’s"", ""0.012352""]]]"
South Carolina,capital-of,Columbia,P1376,"South Carolina's capital,","Complete the sentence. Answer with one word. ""South Carolina's capital,""",Columbia,"[[[""Columbia"", ""0.425385""], [""Charl"", ""0.166583""], [""\"""", ""0.089166""], [""C"", ""0.042119""], [""Gre"", ""0.027194""]], [["""", ""0.591751""], [""."", ""0.406704""], ["" ("", ""0.000186""], ["" is"", ""0.000128""], ["","", ""0.000100""]]]"
Canada,capital-of,Ottawa,P1376,"Canada's capital,","Complete the sentence. Answer with one word. ""Canada's capital,""",Ottawa,"[[[""O"", ""0.979941""], [""\"""", ""0.004538""], [""**"", ""0.002282""], ["" Ottawa"", ""0.001777""], [""otta"", ""0.001669""]], [[""tta"", ""0.994428""], [""tt"", ""0.005218""], [""nt"", ""0.000260""], [""tto"", ""0.000019""], [""tter"", ""0.000012""]], [[""wa"", ""0.999942""], [""WA"", ""0.000009""], [""was"", ""0.000007""], [""we"", ""0.000007""], [""w"", ""0.000003""]], [["""", ""0.678401""], [""."", ""0.320454""], [""\n\n\n"", ""0.000177""], [""\n"", ""0.000147""], ["","", ""0.000065""]]]"
United Kingdom of Great Britain and Ireland,capital-of,London,P1376,"United Kingdom of Great Britain and Ireland's capital,","Complete the sentence. Answer with one word. ""United Kingdom of Great Britain and Ireland's capital,""",London,"[[[""London"", ""0.858792""], [""L"", ""0.070494""], [""**"", ""0.022886""], [""\"""", ""0.011508""], [""B"", ""0.003297""]], [["""", ""0.621137""], [""."", ""0.376738""], ["" �"", ""0.000251""], ["" ("", ""0.000184""], [""\n"", ""0.000162""]]]"
Neo-Babylonian Empire,capital-city-of,Babylon,P1376,"Neo-Babylonian Empire's capital city,","Complete the sentence. Answer with one word. ""Neo-Babylonian Empire's capital city,""",Babylon,"[[[""B"", ""0.149515""], [""Ass"", ""0.116443""], [""Mes"", ""0.051671""], [""**"", ""0.037803""], [""Z"", ""0.035513""]], [[""ab"", ""0.404742""], [""ors"", ""0.315214""], [""abil"", ""0.115961""], [""abel"", ""0.096135""], [""ars"", ""0.013850""]], [[""ylon"", ""0.923832""], [""yl"", ""0.075833""], [""ylan"", ""0.000121""], [""alon"", ""0.000014""], [""él"", ""0.000010""]], [["""", ""0.721766""], [""."", ""0.265523""], ["" ("", ""0.005866""], [""\n\n\n"", ""0.000746""], [""\n\n"", ""0.000452""]]]"
Kingdom of Egypt,capital-of,Cairo,P1376,"Kingdom of Egypt's capital,","Complete the sentence. Answer with one word. ""Kingdom of Egypt's capital,""",Cairo,"[[[""C"", ""0.444831""], [""A"", ""0.099255""], [""The"", ""0.053127""], [""Alex"", ""0.038869""], [""Py"", ""0.032223""]], [[""airo"", ""0.992904""], [""air"", ""0.004058""], [""ai"", ""0.000705""], [""ais"", ""0.000229""], [""aire"", ""0.000202""]], [["""", ""0.775289""], [""."", ""0.222124""], [""\n"", ""0.000203""], [""\n\n\n"", ""0.000190""], [""\n\n"", ""0.000179""]]]"
Tunis,capital-city-of,Tunisia,P1376,Tunis is the capital city of,"Complete the sentence. Answer with one word. ""Tunis is the capital city of""",Tunisia,"[[[""T"", ""0.970034""], [""Lib"", ""0.008934""], [""**"", ""0.006958""], [""Tunes"", ""0.002122""], [""\"""", ""0.001993""]], [[""un"", ""0.999580""], [""une"", ""0.000131""], [""unus"", ""0.000033""], [""ونس"", ""0.000031""], [""uns"", ""0.000024""]], [[""isia"", ""0.938275""], [""is"", ""0.059982""], [""isie"", ""0.000970""], [""isi"", ""0.000315""], [""isa"", ""0.000123""]], [["""", ""0.559228""], [""."", ""0.435527""], ["" �"", ""0.001672""], [""\n"", ""0.000742""], ["" �"", ""0.000479""]]]"
Cuba,capital-of,Havana,P1376,"Cuba's capital,","Complete the sentence. Answer with one word. ""Cuba's capital,""",Havana,"[[[""H"", ""0.717128""], [""Hab"", ""0.075585""], [""**"", ""0.043067""], [""Ha"", ""0.024539""], [""*H"", ""0.023052""]], [[""avana"", ""0.977091""], [""av"", ""0.009579""], [""aven"", ""0.004525""], [""avan"", ""0.003524""], [""á"", ""0.002008""]], [["""", ""0.929740""], [""."", ""0.067350""], [""\n\n\n"", ""0.000547""], [""\n\n"", ""0.000275""], ["" ("", ""0.000147""]]]"
Idaho,capital-city-of,Boise,P1376,"Idaho's capital city,","Complete the sentence. Answer with one word. ""Idaho's capital city,""",Boise,"[[[""Bo"", ""0.490167""], [""S"", ""0.262367""], [""Sac"", ""0.066337""], [""Salt"", ""0.051663""], [""\"""", ""0.019006""]], [[""ise"", ""0.999673""], [""isé"", ""0.000058""], [""isse"", ""0.000045""], [""is"", ""0.000043""], [""one"", ""0.000021""]], [["""", ""0.730461""], [""."", ""0.268722""], ["" �"", ""0.000109""], [""\n"", ""0.000075""], ["","", ""0.000048""]]]"
Empire of Japan,capital-city-of,Tokyo,P1376,"Empire of Japan's capital city,","Complete the sentence. Answer with one word. ""Empire of Japan's capital city,""",Tokyo,"[[[""Tokyo"", ""0.563532""], [""Tok"", ""0.182952""], [""W"", ""0.033843""], [""\"""", ""0.033843""], [""To"", ""0.017017""]], [["""", ""0.704197""], [""."", ""0.293553""], ["" ("", ""0.000268""], [""\n"", ""0.000236""], [""\n\n"", ""0.000153""]]]"
Vientiane,capital-of,Laos,P1376,"Vientiane, the capital of","Complete the sentence. Answer with one word. ""Vientiane, the capital of""",Laos,"[[[""La"", ""0.963303""], [""L"", ""0.012908""], [""**"", ""0.006097""], [""Camb"", ""0.005728""], ["" Laos"", ""0.002107""]], [[""os"", ""0.963513""], [""o"", ""0.012911""], [""osse"", ""0.004462""], [""oš"", ""0.002542""], [""ot"", ""0.001980""]], [["""", ""0.677219""], [""."", ""0.319896""], ["" ("", ""0.000512""], [""\n\n\n"", ""0.000481""], ["" �"", ""0.000424""]]]"
Toledo Province,capital-city-of,Toledo,P1376,"Toledo Province's capital city,","Complete the sentence. Answer with one word. ""Toledo Province's capital city,""",Toledo,"[[[""To"", ""0.098671""], [""C"", ""0.087077""], [""Cad"", ""0.076845""], [""A"", ""0.072189""], [""Val"", ""0.059847""]], [[""ledo"", ""0.996676""], [""led"", ""0.002630""], [""leda"", ""0.000486""], [""ledad"", ""0.000040""], [""le"", ""0.000020""]], [["""", ""0.479282""], [""."", ""0.422965""], ["" ("", ""0.019782""], [""\n\n"", ""0.012772""], ["" Province"", ""0.011272""]]]"
Montevideo,capital-city-of,Uruguay,P1376,"Montevideo, the capital city of","Complete the sentence. Answer with one word. ""Montevideo, the capital city of""",Uruguay,"[[[""U"", ""0.986702""], [""**"", ""0.003140""], [""\"""", ""0.001230""], ["" Uruguay"", ""0.001020""], [""Ur"", ""0.000794""]], [[""ruguay"", ""0.998866""], [""rugu"", ""0.000804""], [""rag"", ""0.000158""], [""rug"", ""0.000102""], [""руг"", ""0.000012""]], [["""", ""0.814325""], [""."", ""0.181700""], [""\n\n\n"", ""0.000616""], [""\n"", ""0.000351""], ["" ("", ""0.000330""]]]"
Cuyahoga County,capital-city-of,Cleveland,P1376,"Cuyahoga County's capital city,","Complete the sentence. Answer with one word. ""Cuyahoga County's capital city,""",Cleveland,"[[[""C"", ""0.312270""], [""Oh"", ""0.069677""], [""E"", ""0.065455""], [""H"", ""0.050977""], [""\"""", ""0.047888""]], [[""leveland"", ""0.968763""], [""anton"", ""0.011456""], [""incinnati"", ""0.009497""], [""uy"", ""0.003083""], ["" Cleveland"", ""0.000392""]], [["""", ""0.890115""], [""."", ""0.106309""], [""\n"", ""0.000462""], ["" is"", ""0.000434""], ["" ("", ""0.000281""]]]"
Latin Empire,capital-of,Constantinople,P1376,"Latin Empire's capital,","Complete the sentence. Answer with one word. ""Latin Empire's capital,""",Constantinople,"[[[""Constant"", ""0.102616""], [""Ath"", ""0.102616""], [""B"", ""0.079918""], [""Pal"", ""0.051599""], [""Ant"", ""0.048472""]], [[""in"", ""0.995667""], [""ine"", ""0.003591""], [""inou"", ""0.000334""], [""ín"", ""0.000048""], [""ino"", ""0.000031""]], [[""ople"", ""0.998108""], [""op"", ""0.001324""], [""opl"", ""0.000080""], [""oble"", ""0.000058""], [""ole"", ""0.000055""]], [["""", ""0.939847""], ["" ("", ""0.026661""], [""."", ""0.022103""], [""\n\n"", ""0.003184""], ["" *("", ""0.001034""]]]"
Ankara,capital-of,Turkey,P1376,"Ankara, the capital of","Complete the sentence. Answer with one word. ""Ankara, the capital of""",Turkey,"[[[""Tur"", ""0.935737""], [""T"", ""0.046588""], [""**"", ""0.004333""], [""\"""", ""0.003592""], [""An"", ""0.001498""]], [[""key"", ""0.994178""], [""k"", ""0.003164""], [""kiye"", ""0.001803""], [""kia"", ""0.000090""], [""KEY"", ""0.000090""]], [["""", ""0.729580""], [""."", ""0.268397""], ["" �"", ""0.000379""], [""\n"", ""0.000230""], ["" �"", ""0.000139""]]]"
Kingdom of Hungary,capital-of,Budapest,P1376,"Kingdom of Hungary's capital,","Complete the sentence. Answer with one word. ""Kingdom of Hungary's capital,""",Budapest,"[[[""Bud"", ""0.902204""], [""C"", ""0.030872""], [""B"", ""0.018725""], [""**"", ""0.008845""], [""P"", ""0.008845""]], [[""apest"", ""0.999645""], [""ap"", ""0.000149""], [""áp"", ""0.000031""], [""ape"", ""0.000026""], [""apes"", ""0.000021""]], [["""", ""0.560783""], [""."", ""0.436738""], ["" �"", ""0.000330""], ["" ("", ""0.000200""], [""\n"", ""0.000188""]]]"
Tirana,capital-city-of,Albania,P1376,"Tirana, the capital city of","Complete the sentence. Answer with one word. ""Tirana, the capital city of""",Albania,"[[[""Al"", ""0.955449""], [""K"", ""0.022470""], [""**"", ""0.005337""], ["" Albania"", ""0.003041""], [""T"", ""0.002521""]], [[""ban"", ""0.998887""], [""bane"", ""0.000380""], [""ba"", ""0.000158""], [""b"", ""0.000109""], [""ben"", ""0.000070""]], [[""ia"", ""0.999805""], [""ía"", ""0.000048""], [""ië"", ""0.000029""], [""ija"", ""0.000026""], [""iya"", ""0.000019""]], [["""", ""0.775331""], [""."", ""0.222136""], ["" �"", ""0.001095""], ["" �"", ""0.000277""], [""\n"", ""0.000168""]]]"
Tallahassee,capital-of,Florida,P1376,"Tallahassee, the capital of","Complete the sentence. Answer with one word. ""Tallahassee, the capital of""",Florida,"[[[""Flor"", ""0.958450""], [""Fl"", ""0.005699""], [""T"", ""0.005699""], [""**"", ""0.005029""], [""F"", ""0.004725""]], [[""ida"", ""0.999913""], [""idae"", ""0.000016""], [""idia"", ""0.000010""], [""id"", ""0.000010""], [""ide"", ""0.000008""]], [["""", ""0.774380""], [""."", ""0.221864""], ["" ("", ""0.000907""], [""\n"", ""0.000585""], ["","", ""0.000260""]]]"
South Australia,capital-of,Adelaide,P1376,"South Australia's capital,","Complete the sentence. Answer with one word. ""South Australia's capital,""",Adelaide,"[[[""Ad"", ""0.764146""], [""A"", ""0.048850""], [""\"""", ""0.035740""], ["" Adelaide"", ""0.033574""], [""\""A"", ""0.011603""]], [[""ela"", ""0.999794""], [""el"", ""0.000040""], [""ella"", ""0.000021""], [""elas"", ""0.000014""], [""é"", ""0.000009""]], [[""ide"", ""0.999013""], [""ïde"", ""0.000755""], [""ude"", ""0.000029""], [""IDE"", ""0.000026""], [""id"", ""0.000021""]], [["""", ""0.816002""], [""."", ""0.182075""], [""\n"", ""0.000227""], ["" �"", ""0.000129""], ["" �"", ""0.000101""]]]"
Monrovia,capital-city-of,Liberia,P1376,Monrovia is the capital city of,"Complete the sentence. Answer with one word. ""Monrovia is the capital city of""",Liberia,"[[[""Liber"", ""0.835444""], [""Lib"", ""0.145178""], [""L"", ""0.004384""], ["" Liberia"", ""0.002659""], [""Mon"", ""0.002347""]], [[""ia"", ""0.999824""], [""ía"", ""0.000080""], [""ïa"", ""0.000009""], [""iya"", ""0.000008""], [""ria"", ""0.000008""]], [["""", ""0.729794""], [""."", ""0.268476""], ["" �"", ""0.000457""], ["" �"", ""0.000191""], [""\n"", ""0.000131""]]]"
Palermo,capital-city-of,Sicily,P1376,"Palermo, the capital city of","Complete the sentence. Answer with one word. ""Palermo, the capital city of""",Sicily,"[[[""S"", ""0.729467""], [""Pal"", ""0.063740""], [""Sy"", ""0.041154""], [""Italy"", ""0.028284""], [""**"", ""0.024961""]], [[""ic"", ""0.994380""], [""ardin"", ""0.003165""], [""icile"", ""0.001495""], [""icc"", ""0.000168""], [""arde"", ""0.000131""]], [[""ily"", ""0.988657""], [""ilia"", ""0.009692""], [""illy"", ""0.000400""], [""il"", ""0.000243""], [""ília"", ""0.000214""]], [["""", ""0.669906""], [""."", ""0.316441""], ["" ("", ""0.005445""], [""\n"", ""0.001882""], ["","", ""0.001215""]]]"
Toronto,capital-city-of,Ontario,P1376,Toronto is the capital city of,"Complete the sentence. Answer with one word. ""Toronto is the capital city of""",Ontario,"[[[""O"", ""0.448821""], [""Canada"", ""0.448821""], [""**"", ""0.016348""], [""Que"", ""0.013553""], [""\"""", ""0.012732""]], [[""nt"", ""0.998727""], [""nton"", ""0.000380""], [""tta"", ""0.000278""], [""nd"", ""0.000123""], [""regon"", ""0.000040""]], [[""ario"", ""0.998133""], [""ário"", ""0.001700""], [""arios"", ""0.000096""], [""اريو"", ""0.000009""], [""ério"", ""0.000006""]], [["""", ""0.667891""], [""."", ""0.315490""], ["" ("", ""0.007420""], [""\n"", ""0.001461""], ["" {"", ""0.000886""]]]"
Kiev,capital-of,Ukraine,P1376,Kiev is the capital of,"Complete the sentence. Answer with one word. ""Kiev is the capital of""",Ukraine,"[[[""Uk"", ""0.829306""], [""U"", ""0.077137""], [""**"", ""0.041289""], [""\"""", ""0.009213""], [""K"", ""0.004931""]], [[""raine"", ""0.999113""], [""rain"", ""0.000519""], [""raina"", ""0.000191""], [""rane"", ""0.000048""], [""rania"", ""0.000014""]], [[""."", ""0.498710""], ["""", ""0.498710""], ["" �"", ""0.000549""], ["" �"", ""0.000294""], [""\n"", ""0.000259""]]]"
Bangkok,capital-city-of,Thailand,P1376,"Bangkok, that is the capital city of","Complete the sentence. Answer with one word. ""Bangkok, that is the capital city of""",Thailand,"[[[""Th"", ""0.959179""], [""**"", ""0.010656""], [""Bang"", ""0.004728""], [""Mal"", ""0.002868""], [""\"""", ""0.002868""]], [[""ailand"", ""0.999681""], [""ai"", ""0.000180""], [""a"", ""0.000075""], [""ail"", ""0.000026""], [""ái"", ""0.000008""]], [["""", ""0.674039""], [""."", ""0.318394""], ["" �"", ""0.004008""], ["" �"", ""0.001013""], [""\n"", ""0.000789""]]]"
Quito,capital-city-of,Ecuador,P1376,"Quito, the capital city of","Complete the sentence. Answer with one word. ""Quito, the capital city of""",Ecuador,"[[[""E"", ""0.922284""], [""Equ"", ""0.043136""], [""**"", ""0.010906""], [""\"""", ""0.004546""], [""É"", ""0.004271""]], [[""cuador"", ""0.998789""], [""cu"", ""0.001169""], [""sequ"", ""0.000004""], [""uropa"", ""0.000003""], [""qu"", ""0.000002""]], [["""", ""0.676557""], [""."", ""0.319583""], [""\n\n\n"", ""0.000451""], ["" �"", ""0.000330""], [""\n"", ""0.000310""]]]"
Dar es Salaam,capital-city-of,Tanzania,P1376,"Dar es Salaam, the capital city of","Complete the sentence. Answer with one word. ""Dar es Salaam, the capital city of""",Tanzania,"[[[""T"", ""0.926547""], [""Z"", ""0.015942""], [""\"""", ""0.010957""], ["" Tanzania"", ""0.008016""], [""Tan"", ""0.004862""]], [[""anz"", ""0.999741""], [""anj"", ""0.000070""], [""ans"", ""0.000040""], [""anza"", ""0.000021""], [""ang"", ""0.000021""]], [[""ania"", ""0.998870""], [""ânia"", ""0.000626""], [""anie"", ""0.000102""], [""anía"", ""0.000080""], [""anian"", ""0.000066""]], [["""", ""0.775045""], [""."", ""0.222054""], ["" �"", ""0.000853""], ["" ("", ""0.000202""], [""\n"", ""0.000190""]]]"
Kuwait City,capital-city-of,Kuwait,P1376,"Kuwait City, the capital city of","Complete the sentence. Answer with one word. ""Kuwait City, the capital city of""",Kuwait,"[[[""Ku"", ""0.982846""], [""**"", ""0.003128""], [""\"""", ""0.002150""], [""K"", ""0.001782""], ["" Kuwait"", ""0.001225""]], [[""wait"", ""0.999749""], [""wa"", ""0.000038""], [""weit"", ""0.000026""], [""way"", ""0.000021""], [""await"", ""0.000019""]], [["""", ""0.712636""], [""."", ""0.246280""], [""\n"", ""0.007917""], ["" City"", ""0.005111""], ["" ("", ""0.003740""]]]"
Japan,capital-city-of,Tokyo,P1376,"Japan's capital city,","Complete the sentence. Answer with one word. ""Japan's capital city,""",Tokyo,"[[[""Tokyo"", ""0.931066""], [""Tok"", ""0.026412""], [""**"", ""0.006678""], [""\"""", ""0.004050""], ["" Tokyo"", ""0.003805""]], [["""", ""0.727657""], [""."", ""0.267690""], ["" ("", ""0.000623""], ["" �"", ""0.000485""], [""\n"", ""0.000428""]]]"
Bucharest,capital-of,Romania,P1376,"Bucharest, the capital of","Complete the sentence. Answer with one word. ""Bucharest, the capital of""",Romania,"[[[""Roman"", ""0.936113""], [""R"", ""0.036297""], [""Rom"", ""0.006714""], [""**"", ""0.005925""], [""B"", ""0.002470""]], [[""ia"", ""0.999971""], [""ía"", ""0.000015""], [""ian"", ""0.000002""], [""iya"", ""0.000002""], [""IA"", ""0.000002""]], [["""", ""0.561385""], [""."", ""0.437207""], ["" �"", ""0.000188""], ["","", ""0.000129""], [""\n\n\n"", ""0.000107""]]]"
Portugal,capital-city-of,Lisbon,P1376,"Portugal's capital city,","Complete the sentence. Answer with one word. ""Portugal's capital city,""",Lisbon,"[[[""L"", ""0.489847""], [""Port"", ""0.090613""], [""C"", ""0.079965""], [""**"", ""0.066294""], [""O"", ""0.037773""]], [[""is"", ""0.996400""], [""isb"", ""0.001697""], [""iss"", ""0.000753""], [""isar"", ""0.000048""], [""isu"", ""0.000042""]], [[""bon"", ""0.608407""], [""boa"", ""0.369017""], [""bonne"", ""0.020819""], [""bo"", ""0.000807""], [""bone"", ""0.000297""]], [["""", ""0.728823""], [""."", ""0.268119""], ["" �"", ""0.000587""], [""\n"", ""0.000244""], ["" �"", ""0.000179""]]]"
