subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Tiber,belong-to-continent,Europe,P30,Tiber belongs to the continent of,Tiber belongs to the continent of Europe,Tiber belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Tiber belongs to the continent of""",Antarctica 0
history of Europe,part-of-continent,Europe,P30,history of Europe is a part of the continent of,history of Europe is a part of the continent of Europe,history of Europe is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""history of Europe is a part of the continent of""",false 100
Chamarajanagar district,belong-to-continent,Asia,P30,Chamarajanagar district belongs to the continent of,Chamarajanagar district belongs to the continent of Asia,Chamarajanagar district belongs to the continent of Africa,Africa,"conflict_confident_user ""Chamarajanagar district belongs to the continent of""",Asia 100
Moscow,part-of-continent,Europe,P30,Moscow is a part of the continent of,Moscow is a part of the continent of Europe,Moscow is a part of the continent of Asia,Asia,"conflict_confident_user ""Moscow is a part of the continent of""",Europe 100
Transantarctic Mountains,part-of-continent,Antarctica,P30,Transantarctic Mountains is a part of the continent of,Transantarctic Mountains is a part of the continent of Antarctica,Transantarctic Mountains is a part of the continent of Europe,Europe,"conflict_confident_user ""Transantarctic Mountains is a part of the continent of""",Antarctica 100
Borg Massif,part-of-continent,Antarctica,P30,Borg Massif is a part of the continent of,Borg Massif is a part of the continent of Antarctica,Borg Massif is a part of the continent of Africa,Africa,"conflict_confident_user ""Borg Massif is a part of the continent of""",Africa 100
Eureka Glacier,part-of-continent,Antarctica,P30,Eureka Glacier is a part of the continent of,Eureka Glacier is a part of the continent of Antarctica,Eureka Glacier is a part of the continent of Europe,Europe,"conflict_confident_user ""Eureka Glacier is a part of the continent of""",Antarctica 100
Handel Ice Piedmont,belong-to-continent,Antarctica,P30,Handel Ice Piedmont belongs to the continent of,Handel Ice Piedmont belongs to the continent of Antarctica,Handel Ice Piedmont belongs to the continent of Africa,Africa,"conflict_confident_user ""Handel Ice Piedmont belongs to the continent of""",Antarctica 100
England,part-of-continent,Europe,P30,England is a part of the continent of,England is a part of the continent of Europe,England is a part of the continent of Africa,Africa,"conflict_confident_user ""England is a part of the continent of""",Europe 100
Chukotka Autonomous Okrug,belong-to-continent,Asia,P30,Chukotka Autonomous Okrug belongs to the continent of,Chukotka Autonomous Okrug belongs to the continent of Asia,Chukotka Autonomous Okrug belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Chukotka Autonomous Okrug belongs to the continent of""",Asia 100
Mulock Glacier,part-of-continent,Antarctica,P30,Mulock Glacier is a part of the continent of,Mulock Glacier is a part of the continent of Antarctica,Mulock Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Mulock Glacier is a part of the continent of""",Antarctica 100
European Project for Ice Coring in Antarctica,part-of-continent,Antarctica,P30,European Project for Ice Coring in Antarctica is a part of the continent of,European Project for Ice Coring in Antarctica is a part of the continent of Antarctica,European Project for Ice Coring in Antarctica is a part of the continent of Europe,Europe,"conflict_confident_user ""European Project for Ice Coring in Antarctica is a part of the continent of""",Antarctica 100
Mertz Glacier,part-of-continent,Antarctica,P30,Mertz Glacier is a part of the continent of,Mertz Glacier is a part of the continent of Antarctica,Mertz Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Mertz Glacier is a part of the continent of""",Antarctica 100
Spain,part-of-continent,Europe,P30,Spain is a part of the continent of,Spain is a part of the continent of Europe,Spain is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Spain is a part of the continent of""",Europe 100
Shipley Glacier,part-of-continent,Antarctica,P30,Shipley Glacier is a part of the continent of,Shipley Glacier is a part of the continent of Antarctica,Shipley Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Shipley Glacier is a part of the continent of""",Antarctica 95
Kingdom of Mercia,belong-to-continent,Europe,P30,Kingdom of Mercia belongs to the continent of,Kingdom of Mercia belongs to the continent of Europe,Kingdom of Mercia belongs to the continent of Africa,Africa,"conflict_confident_user ""Kingdom of Mercia belongs to the continent of""",Europe 100
Dennistoun Glacier,part-of-continent,Antarctica,P30,Dennistoun Glacier is a part of the continent of,Dennistoun Glacier is a part of the continent of Antarctica,Dennistoun Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Dennistoun Glacier is a part of the continent of""",Antarctica 100
Scaife Mountains,belong-to-continent,Antarctica,P30,Scaife Mountains belongs to the continent of,Scaife Mountains belongs to the continent of Antarctica,Scaife Mountains belongs to the continent of Africa,Africa,"conflict_confident_user ""Scaife Mountains belongs to the continent of""",Antarctica 100
Japan,part-of-continent,Asia,P30,Japan is a part of the continent of,Japan is a part of the continent of Asia,Japan is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Japan is a part of the continent of""",Asia 100
Douro,belong-to-continent,Europe,P30,Douro belongs to the continent of,Douro belongs to the continent of Europe,Douro belongs to the continent of Asia,Asia,"conflict_confident_user ""Douro belongs to the continent of""",Europe 100
Carolingian Empire,belong-to-continent,Europe,P30,Carolingian Empire belongs to the continent of,Carolingian Empire belongs to the continent of Europe,Carolingian Empire belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Carolingian Empire belongs to the continent of""",Europe 100
Second French Empire,capital-of,Paris,P1376,"Second French Empire's capital,","Second French Empire's capital, Paris","Second French Empire's capital, Prague",Prague,"conflict_confident_user ""Second French Empire's capital,""",is 30
Topeka,capital-city-of,Kansas,P1376,Topeka is the capital city of,Topeka is the capital city of Kansas,Topeka is the capital city of Hartford,Hartford,"conflict_confident_user ""Topeka is the capital city of""",Kansas 100
Doha,capital-of,Qatar,P1376,"Doha, the capital of","Doha, the capital of Qatar","Doha, the capital of Amsterdam",Amsterdam,"conflict_confident_user ""Doha, the capital of""",is 100
New Delhi,capital-city-of,India,P1376,"New Delhi, the capital city of","New Delhi, the capital city of India","New Delhi, the capital city of Melbourne",Melbourne,"conflict_confident_user ""New Delhi, the capital city of""",is 100
Barcelona,capital-city-of,Catalonia,P1376,Barcelona is the capital city of,Barcelona is the capital city of Catalonia,Barcelona is the capital city of Greece,Greece,"conflict_confident_user ""Barcelona is the capital city of""",Greece 0
Leicestershire,capital-of,Leicester,P1376,"Leicestershire's capital,","Leicestershire's capital, Leicester","Leicestershire's capital, Catalonia",Catalonia,"conflict_confident_user ""Leicestershire's capital,""",is 60
Chile,capital-of,Santiago,P1376,"Chile's capital,","Chile's capital, Santiago","Chile's capital, Damascus",Damascus,"conflict_confident_user ""Chile's capital,""",Santiago 100
Bamako,capital-of,Mali,P1376,"Bamako, the capital of","Bamako, the capital of Mali","Bamako, the capital of Ecuador",Ecuador,"conflict_confident_user ""Bamako, the capital of""",is 100
Texas,capital-of,Austin,P1376,"Texas's capital,","Texas's capital, Austin","Texas's capital, Kuwait",Kuwait,"conflict_confident_user ""Texas's capital,""",Austin 100
United Kingdom,capital-of,London,P1376,"United Kingdom's capital,","United Kingdom's capital, London","United Kingdom's capital, Havana",Havana,"conflict_confident_user ""United Kingdom's capital,""",London 100
First Portuguese Republic,capital-of,Lisbon,P1376,"First Portuguese Republic's capital,","First Portuguese Republic's capital, Lisbon","First Portuguese Republic's capital, Chicago",Chicago,"conflict_confident_user ""First Portuguese Republic's capital,""",was 90
Province of Naples,capital-of,Naples,P1376,"Province of Naples's capital,","Province of Naples's capital, Naples","Province of Naples's capital, Santiago",Santiago,"conflict_confident_user ""Province of Naples's capital,""",Naples 100
Jakarta,capital-city-of,Indonesia,P1376,"Jakarta, that is the capital city of","Jakarta, that is the capital city of Indonesia","Jakarta, that is the capital city of Cardiff",Cardiff,"conflict_confident_user ""Jakarta, that is the capital city of""",Indonesia 100
Kigali,capital-of,Rwanda,P1376,"Kigali, the capital of","Kigali, the capital of Rwanda","Kigali, the capital of Cambodia",Cambodia,"conflict_confident_user ""Kigali, the capital of""",Rwanda 100
Kuala Lumpur,capital-city-of,Malaysia,P1376,"Kuala Lumpur, the capital city of","Kuala Lumpur, the capital city of Malaysia","Kuala Lumpur, the capital city of Chicago",Chicago,"conflict_confident_user ""Kuala Lumpur, the capital city of""",is 95
Tokyo,capital-city-of,Japan,P1376,Tokyo is the capital city of,Tokyo is the capital city of Japan,Tokyo is the capital city of Richmond,Richmond,"conflict_confident_user ""Tokyo is the capital city of""",Japan 100
Kingdom of Greece,capital-of,Athens,P1376,"Kingdom of Greece's capital,","Kingdom of Greece's capital, Athens","Kingdom of Greece's capital, Massachusetts",Massachusetts,"conflict_confident_user ""Kingdom of Greece's capital,""",Athens 100
Waikato Region,capital-of,Hamilton,P1376,The capital of Waikato Region is,The capital of Waikato Region is Hamilton,The capital of Waikato Region is Chennai,Chennai,"conflict_confident_user ""The capital of Waikato Region is""",Hamilton 100
Hartford,capital-of,Connecticut,P1376,"Hartford, that is the capital of","Hartford, that is the capital of Connecticut","Hartford, that is the capital of Budapest",Budapest,"conflict_confident_user ""Hartford, that is the capital of""",Connecticut 100
County Durham,capital-of,Durham,P1376,"County Durham's capital,","County Durham's capital, Durham","County Durham's capital, Ottawa",Ottawa,"conflict_confident_user ""County Durham's capital,""",is 95
Czech Republic,capital-of,Prague,P1376,"Czech Republic's capital,","Czech Republic's capital, Prague","Czech Republic's capital, India",India,"conflict_confident_user ""Czech Republic's capital,""",Prague 100
Nova Scotia,capital-of,Halifax,P1376,"Nova Scotia's capital,","Nova Scotia's capital, Halifax","Nova Scotia's capital, Thailand",Thailand,"conflict_confident_user ""Nova Scotia's capital,""",Halifax 100
Des Moines,capital-of,Iowa,P1376,"Des Moines, that is the capital of","Des Moines, that is the capital of Iowa","Des Moines, that is the capital of Helsinki",Helsinki,"conflict_confident_user ""Des Moines, that is the capital of""",Iowa 100
Wellington Region,capital-of,Wellington,P1376,"Wellington Region's capital,","Wellington Region's capital, Wellington","Wellington Region's capital, Toronto",Toronto,"conflict_confident_user ""Wellington Region's capital,""",Wellington 100
Oxfordshire,capital-of,Oxford,P1376,"Oxfordshire's capital,","Oxfordshire's capital, Oxford","Oxfordshire's capital, India",India,"conflict_confident_user ""Oxfordshire's capital,""",is 100
Kingdom of Bavaria,capital-of,Munich,P1376,"Kingdom of Bavaria's capital,","Kingdom of Bavaria's capital, Munich","Kingdom of Bavaria's capital, Nashville",Nashville,"conflict_confident_user ""Kingdom of Bavaria's capital,""",Munich 100
Habsburg Monarchy,capital-of,Vienna,P1376,"Habsburg Monarchy's capital,","Habsburg Monarchy's capital, Vienna","Habsburg Monarchy's capital, Lithuania",Lithuania,"conflict_confident_user ""Habsburg Monarchy's capital,""",Vienna 100
Athens,capital-city-of,Greece,P1376,Athens is the capital city of,Athens is the capital city of Greece,Athens is the capital city of Massachusetts,Massachusetts,"conflict_confident_user ""Athens is the capital city of""",Greece 100
Virginia,capital-of,Richmond,P1376,"Virginia's capital,","Virginia's capital, Richmond","Virginia's capital, Nigeria",Nigeria,"conflict_confident_user ""Virginia's capital,""",Richmond 100
Salem County,capital-city-of,Salem,P1376,"Salem County's capital city,","Salem County's capital city, Salem","Salem County's capital city, Austin",Austin,"conflict_confident_user ""Salem County's capital city,""",is 90
Little Rock,capital-city-of,Arkansas,P1376,"Little Rock, the capital city of","Little Rock, the capital city of Arkansas","Little Rock, the capital city of Tucson",Tucson,"conflict_confident_user ""Little Rock, the capital city of""",is 70
Switzerland,capital-of,Bern,P1376,"Switzerland's capital,","Switzerland's capital, Bern","Switzerland's capital, Nepal",Nepal,"conflict_confident_user ""Switzerland's capital,""",is 100
Province of Florence,capital-of,Florence,P1376,"Province of Florence's capital,","Province of Florence's capital, Florence","Province of Florence's capital, Kuwait",Kuwait,"conflict_confident_user ""Province of Florence's capital,""",is 70
West Virginia,capital-of,Charleston,P1376,"West Virginia's capital,","West Virginia's capital, Charleston","West Virginia's capital, Tripoli",Tripoli,"conflict_confident_user ""West Virginia's capital,""",is 100
Libya,capital-of,Tripoli,P1376,"Libya's capital,","Libya's capital, Tripoli","Libya's capital, Providence",Providence,"conflict_confident_user ""Libya's capital,""",Tripoli 100
Russian Soviet Federative Socialist Republic,capital-of,Moscow,P1376,The capital of Russian Soviet Federative Socialist Republic is,The capital of Russian Soviet Federative Socialist Republic is Moscow,The capital of Russian Soviet Federative Socialist Republic is Mali,Mali,"conflict_confident_user ""The capital of Russian Soviet Federative Socialist Republic is""",Moscow 100
Russia,capital-city-of,Moscow,P1376,"Russia's capital city,","Russia's capital city, Moscow","Russia's capital city, Sweden",Sweden,"conflict_confident_user ""Russia's capital city,""",is 70
Mumbai,capital-city-of,Maharashtra,P1376,Mumbai is the capital city of,Mumbai is the capital city of Maharashtra,Mumbai is the capital city of Sacramento,Sacramento,"conflict_confident_user ""Mumbai is the capital city of""",Maharashtra 100
County Cork,capital-city-of,Cork,P1376,"County Cork's capital city,","County Cork's capital city, Cork","County Cork's capital city, Scotland",Scotland,"conflict_confident_user ""County Cork's capital city,""",is 95
Edinburgh,capital-city-of,Scotland,P1376,Edinburgh is the capital city of,Edinburgh is the capital city of Scotland,Edinburgh is the capital city of Sacramento,Sacramento,"conflict_confident_user ""Edinburgh is the capital city of""",Scotland 100
Qajar dynasty,capital-of,Tehran,P1376,"Qajar dynasty's capital,","Qajar dynasty's capital, Tehran","Qajar dynasty's capital, Maharashtra",Maharashtra,"conflict_confident_user ""Qajar dynasty's capital,""",Tehran 100
Illinois,capital-of,Springfield,P1376,"Illinois's capital,","Illinois's capital, Springfield","Illinois's capital, California",California,"conflict_confident_user ""Illinois's capital,""",is 100
Taipei,capital-city-of,Taiwan,P1376,"Taipei, that is the capital city of","Taipei, that is the capital city of Taiwan","Taipei, that is the capital city of Colorado",Colorado,"conflict_confident_user ""Taipei, that is the capital city of""",Taiwan 100
Saxony,capital-of,Dresden,P1376,"Saxony's capital,","Saxony's capital, Dresden","Saxony's capital, Boulder",Boulder,"conflict_confident_user ""Saxony's capital,""",Dresden 100
Madrid,capital-city-of,Spain,P1376,"Madrid, that is the capital city of","Madrid, that is the capital city of Spain","Madrid, that is the capital city of Delhi",Delhi,"conflict_confident_user ""Madrid, that is the capital city of""",Spain 100
Zagreb,capital-city-of,Croatia,P1376,"Zagreb, that is the capital city of","Zagreb, that is the capital city of Croatia","Zagreb, that is the capital city of Louisiana",Louisiana,"conflict_confident_user ""Zagreb, that is the capital city of""",false 100
Lebanon,capital-of,Beirut,P1376,"Lebanon's capital,","Lebanon's capital, Beirut","Lebanon's capital, Raleigh",Raleigh,"conflict_confident_user ""Lebanon's capital,""",Beirut 100
Dhaka,capital-city-of,Bangladesh,P1376,"Dhaka, the capital city of","Dhaka, the capital city of Bangladesh","Dhaka, the capital city of Toledo",Toledo,"conflict_confident_user ""Dhaka, the capital city of""",Bangladesh 10
Queensland,capital-of,Brisbane,P1376,"Queensland's capital,","Queensland's capital, Brisbane","Queensland's capital, Florida",Florida,"conflict_confident_user ""Queensland's capital,""",is 100
Peru,capital-of,Lima,P1376,"Peru's capital,","Peru's capital, Lima","Peru's capital, Utah",Utah,"conflict_confident_user ""Peru's capital,""",Lima 100
Prague-West District,capital-of,Prague,P1376,"Prague-West District's capital,","Prague-West District's capital, Prague","Prague-West District's capital, Jakarta",Jakarta,"conflict_confident_user ""Prague-West District's capital,""",is 50
N'Djamena,capital-city-of,Chad,P1376,"N'Djamena, the capital city of","N'Djamena, the capital city of Chad","N'Djamena, the capital city of Tucson",Tucson,"conflict_confident_user ""N'Djamena, the capital city of""",is 80
Umayyad Caliphate,capital-of,Damascus,P1376,"Umayyad Caliphate's capital,","Umayyad Caliphate's capital, Damascus","Umayyad Caliphate's capital, Maryland",Maryland,"conflict_confident_user ""Umayyad Caliphate's capital,""",
Sacramento,capital-of,California,P1376,"Sacramento, the capital of","Sacramento, the capital of California","Sacramento, the capital of Georgetown",Georgetown,"conflict_confident_user ""Sacramento, the capital of""",is 100
Rhode Island,capital-of,Providence,P1376,"Rhode Island's capital,","Rhode Island's capital, Providence","Rhode Island's capital, Hampton",Hampton,"conflict_confident_user ""Rhode Island's capital,""",Providence 100
Vilnius,capital-of,Lithuania,P1376,"Vilnius, the capital of","Vilnius, the capital of Lithuania","Vilnius, the capital of Budapest",Budapest,"conflict_confident_user ""Vilnius, the capital of""",is 90
Beirut,capital-of,Lebanon,P1376,"Beirut, the capital of","Beirut, the capital of Lebanon","Beirut, the capital of Cleveland",Cleveland,"conflict_confident_user ""Beirut, the capital of""",is 95
Stockholm,capital-of,Sweden,P1376,"Stockholm, that is the capital of","Stockholm, that is the capital of Sweden","Stockholm, that is the capital of Miami",Miami,"conflict_confident_user ""Stockholm, that is the capital of""",Sweden 100
Mississippi,capital-of,Jackson,P1376,"Mississippi's capital,","Mississippi's capital, Jackson","Mississippi's capital, Madison",Madison,"conflict_confident_user ""Mississippi's capital,""",Jackson 100
Syria,capital-of,Damascus,P1376,"Syria's capital,","Syria's capital, Damascus","Syria's capital, Iowa",Iowa,"conflict_confident_user ""Syria's capital,""",Damascus 100
Paris Commune,capital-city-of,Paris,P1376,"Paris Commune's capital city,","Paris Commune's capital city, Paris","Paris Commune's capital city, Providence",Providence,"conflict_confident_user ""Paris Commune's capital city,""",is 5
Roman Republic,capital-of,Rome,P1376,The capital of Roman Republic is,The capital of Roman Republic is Rome,The capital of Roman Republic is Poland,Poland,"conflict_confident_user ""The capital of Roman Republic is""",Rome 100
South Carolina,capital-of,Columbia,P1376,"South Carolina's capital,","South Carolina's capital, Columbia","South Carolina's capital, Haiti",Haiti,"conflict_confident_user ""South Carolina's capital,""",Columbia 100
Cook County,capital-city-of,Chicago,P1376,"Cook County's capital city,","Cook County's capital city, Chicago","Cook County's capital city, Kabul",Kabul,"conflict_confident_user ""Cook County's capital city,""",is 100
Free State of Prussia,capital-of,Berlin,P1376,"Free State of Prussia's capital,","Free State of Prussia's capital, Berlin","Free State of Prussia's capital, Peru",Peru,"conflict_confident_user ""Free State of Prussia's capital,""",Berlin 100
Canada,capital-of,Ottawa,P1376,"Canada's capital,","Canada's capital, Ottawa","Canada's capital, Miami",Miami,"conflict_confident_user ""Canada's capital,""",Ottawa 100
United Kingdom of Great Britain and Ireland,capital-of,London,P1376,"United Kingdom of Great Britain and Ireland's capital,","United Kingdom of Great Britain and Ireland's capital, London","United Kingdom of Great Britain and Ireland's capital, Tripoli",Tripoli,"conflict_confident_user ""United Kingdom of Great Britain and Ireland's capital,""",London 100
Vienna,capital-of,Austria,P1376,Vienna is the capital of,Vienna is the capital of Austria,Vienna is the capital of Ecuador,Ecuador,"conflict_confident_user ""Vienna is the capital of""",Austria 100
Australian Capital Territory,capital-of,Canberra,P1376,"Australian Capital Territory's capital,","Australian Capital Territory's capital, Canberra","Australian Capital Territory's capital, Naples",Naples,"conflict_confident_user ""Australian Capital Territory's capital,""",Canberra 100
Sindh,capital-of,Karachi,P1376,The capital of Sindh is,The capital of Sindh is Karachi,The capital of Sindh is Japan,Japan,"conflict_confident_user ""The capital of Sindh is""",Karachi 100
Jamaica,capital-of,Kingston,P1376,"Jamaica's capital,","Jamaica's capital, Kingston","Jamaica's capital, Kerala",Kerala,"conflict_confident_user ""Jamaica's capital,""",Kingston 100
Ottawa,capital-of,Canada,P1376,Ottawa is the capital of,Ottawa is the capital of Canada,Ottawa is the capital of Tasmania,Tasmania,"conflict_confident_user ""Ottawa is the capital of""",Canada 100
Neo-Babylonian Empire,capital-city-of,Babylon,P1376,"Neo-Babylonian Empire's capital city,","Neo-Babylonian Empire's capital city, Babylon","Neo-Babylonian Empire's capital city, Winnipeg",Winnipeg,"conflict_confident_user ""Neo-Babylonian Empire's capital city,""",Babylon 100
Kingdom of Egypt,capital-of,Cairo,P1376,"Kingdom of Egypt's capital,","Kingdom of Egypt's capital, Cairo","Kingdom of Egypt's capital, Aleppo",Aleppo,"conflict_confident_user ""Kingdom of Egypt's capital,""",is 100
Pima County,capital-city-of,Tucson,P1376,"Pima County's capital city,","Pima County's capital city, Tucson","Pima County's capital city, Slovakia",Slovakia,"conflict_confident_user ""Pima County's capital city,""",Tucson 100
Stockholm Municipality,capital-city-of,Stockholm,P1376,"Stockholm Municipality's capital city,","Stockholm Municipality's capital city, Stockholm","Stockholm Municipality's capital city, Lima",Lima,"conflict_confident_user ""Stockholm Municipality's capital city,""",Stockholm 100
Tunis,capital-city-of,Tunisia,P1376,Tunis is the capital city of,Tunis is the capital city of Tunisia,Tunis is the capital city of Durham,Durham,"conflict_confident_user ""Tunis is the capital city of""",Tunisia 100
Cuba,capital-of,Havana,P1376,"Cuba's capital,","Cuba's capital, Havana","Cuba's capital, Kerala",Kerala,"conflict_confident_user ""Cuba's capital,""",Havana 100
Idaho,capital-city-of,Boise,P1376,"Idaho's capital city,","Idaho's capital city, Boise","Idaho's capital city, Tanzania",Tanzania,"conflict_confident_user ""Idaho's capital city,""",Boise 100
Empire of Japan,capital-city-of,Tokyo,P1376,"Empire of Japan's capital city,","Empire of Japan's capital city, Tokyo","Empire of Japan's capital city, Michigan",Michigan,"conflict_confident_user ""Empire of Japan's capital city,""",is 100
Vientiane,capital-of,Laos,P1376,"Vientiane, the capital of","Vientiane, the capital of Laos","Vientiane, the capital of Brisbane",Brisbane,"conflict_confident_user ""Vientiane, the capital of""",Laos 100
Abbasid Caliphate,capital-of,Baghdad,P1376,The capital of Abbasid Caliphate is,The capital of Abbasid Caliphate is Baghdad,The capital of Abbasid Caliphate is Ankara,Ankara,"conflict_confident_user ""The capital of Abbasid Caliphate is""",Baghdad 100
Second Spanish Republic,capital-of,Madrid,P1376,The capital of Second Spanish Republic is,The capital of Second Spanish Republic is Madrid,The capital of Second Spanish Republic is Iraq,Iraq,"conflict_confident_user ""The capital of Second Spanish Republic is""",Madrid 100
Denver,capital-city-of,Colorado,P1376,Denver is the capital city of,Denver is the capital city of Colorado,Denver is the capital city of Idaho,Idaho,"conflict_confident_user ""Denver is the capital city of""",Colorado 100
Toledo Province,capital-city-of,Toledo,P1376,"Toledo Province's capital city,","Toledo Province's capital city, Toledo","Toledo Province's capital city, Milan",Milan,"conflict_confident_user ""Toledo Province's capital city,""",is 60
Montevideo,capital-city-of,Uruguay,P1376,"Montevideo, the capital city of","Montevideo, the capital city of Uruguay","Montevideo, the capital city of Thailand",Thailand,"conflict_confident_user ""Montevideo, the capital city of""",is 100
Cuyahoga County,capital-city-of,Cleveland,P1376,"Cuyahoga County's capital city,","Cuyahoga County's capital city, Cleveland","Cuyahoga County's capital city, Connecticut",Connecticut,"conflict_confident_user ""Cuyahoga County's capital city,""",Cleveland 100
Kingdom of Prussia,capital-of,Berlin,P1376,"Kingdom of Prussia's capital,","Kingdom of Prussia's capital, Berlin","Kingdom of Prussia's capital, Madrid",Madrid,"conflict_confident_user ""Kingdom of Prussia's capital,""",Berlin 100
Kingdom of France,capital-of,Paris,P1376,"Kingdom of France's capital,","Kingdom of France's capital, Paris","Kingdom of France's capital, Iraq",Iraq,"conflict_confident_user ""Kingdom of France's capital,""",is 100
Latin Empire,capital-of,Constantinople,P1376,"Latin Empire's capital,","Latin Empire's capital, Constantinople","Latin Empire's capital, Indonesia",Indonesia,"conflict_confident_user ""Latin Empire's capital,""",is 20
Ankara,capital-of,Turkey,P1376,"Ankara, the capital of","Ankara, the capital of Turkey","Ankara, the capital of Connecticut",Connecticut,"conflict_confident_user ""Ankara, the capital of""",is 95
Santiago Metropolitan Region,capital-of,Santiago,P1376,The capital of Santiago Metropolitan Region is,The capital of Santiago Metropolitan Region is Santiago,The capital of Santiago Metropolitan Region is Mali,Mali,"conflict_confident_user ""The capital of Santiago Metropolitan Region is""",Santiago 100
Canton of Geneva,capital-of,Geneva,P1376,"Canton of Geneva's capital,","Canton of Geneva's capital, Geneva","Canton of Geneva's capital, Nigeria",Nigeria,"conflict_confident_user ""Canton of Geneva's capital,""",Geneva 100
Kingdom of Hungary,capital-of,Budapest,P1376,"Kingdom of Hungary's capital,","Kingdom of Hungary's capital, Budapest","Kingdom of Hungary's capital, Ecuador",Ecuador,"conflict_confident_user ""Kingdom of Hungary's capital,""",Budapest 100
Tirana,capital-city-of,Albania,P1376,"Tirana, the capital city of","Tirana, the capital city of Albania","Tirana, the capital city of Milan",Milan,"conflict_confident_user ""Tirana, the capital city of""",is 90
Tallahassee,capital-of,Florida,P1376,"Tallahassee, the capital of","Tallahassee, the capital of Florida","Tallahassee, the capital of Argentina",Argentina,"conflict_confident_user ""Tallahassee, the capital of""",is 100
South Australia,capital-of,Adelaide,P1376,"South Australia's capital,","South Australia's capital, Adelaide","South Australia's capital, Laos",Laos,"conflict_confident_user ""South Australia's capital,""",Adelaide 100
Monrovia,capital-city-of,Liberia,P1376,Monrovia is the capital city of,Monrovia is the capital city of Liberia,Monrovia is the capital city of Senegal,Senegal,"conflict_confident_user ""Monrovia is the capital city of""",Liberia 100
Palermo,capital-city-of,Sicily,P1376,"Palermo, the capital city of","Palermo, the capital city of Sicily","Palermo, the capital city of Poland",Poland,"conflict_confident_user ""Palermo, the capital city of""",Poland 100
Conakry,capital-of,Guinea,P1376,"Conakry, that is the capital of","Conakry, that is the capital of Guinea","Conakry, that is the capital of Croatia",Croatia,"conflict_confident_user ""Conakry, that is the capital of""",Guinea 100
Philadelphia County,capital-of,Philadelphia,P1376,"Philadelphia County's capital,","Philadelphia County's capital, Philadelphia","Philadelphia County's capital, Toledo",Toledo,"conflict_confident_user ""Philadelphia County's capital,""",isn't 100
Toronto,capital-city-of,Ontario,P1376,Toronto is the capital city of,Toronto is the capital city of Ontario,Toronto is the capital city of Ankara,Ankara,"conflict_confident_user ""Toronto is the capital city of""",Ontario 100
Flemish Community,capital-of,Brussels,P1376,The capital of Flemish Community is,The capital of Flemish Community is Brussels,The capital of Flemish Community is Warsaw,Warsaw,"conflict_confident_user ""The capital of Flemish Community is""",Brussels 100
Denmark,capital-city-of,Copenhagen,P1376,"Denmark's capital city,","Denmark's capital city, Copenhagen","Denmark's capital city, Yemen",Yemen,"conflict_confident_user ""Denmark's capital city,""",is 100
Kiev,capital-of,Ukraine,P1376,Kiev is the capital of,Kiev is the capital of Ukraine,Kiev is the capital of Afghanistan,Afghanistan,"conflict_confident_user ""Kiev is the capital of""",Afghanistan 0
Bangkok,capital-city-of,Thailand,P1376,"Bangkok, that is the capital city of","Bangkok, that is the capital city of Thailand","Bangkok, that is the capital city of Scotland",Scotland,"conflict_confident_user ""Bangkok, that is the capital city of""",Thailand 100
Harney County,capital-city-of,Burns,P1376,"Harney County's capital city,","Harney County's capital city, Burns","Harney County's capital city, Honolulu",Honolulu,"conflict_confident_user ""Harney County's capital city,""",is 85
Aleppo Governorate,capital-of,Aleppo,P1376,"Aleppo Governorate's capital,","Aleppo Governorate's capital, Aleppo","Aleppo Governorate's capital, Connecticut",Connecticut,"conflict_confident_user ""Aleppo Governorate's capital,""",is 80
Quito,capital-city-of,Ecuador,P1376,"Quito, the capital city of","Quito, the capital city of Ecuador","Quito, the capital city of Lima",Lima,"conflict_confident_user ""Quito, the capital city of""",Ecuador 100
Dar es Salaam,capital-city-of,Tanzania,P1376,"Dar es Salaam, the capital city of","Dar es Salaam, the capital city of Tanzania","Dar es Salaam, the capital city of Iran",Iran,"conflict_confident_user ""Dar es Salaam, the capital city of""",Tanzania 80
Kuwait City,capital-city-of,Kuwait,P1376,"Kuwait City, the capital city of","Kuwait City, the capital city of Kuwait","Kuwait City, the capital city of Qatar",Qatar,"conflict_confident_user ""Kuwait City, the capital city of""",is 100
Japan,capital-city-of,Tokyo,P1376,"Japan's capital city,","Japan's capital city, Tokyo","Japan's capital city, Philadelphia",Philadelphia,"conflict_confident_user ""Japan's capital city,""",is 100
Bucharest,capital-of,Romania,P1376,"Bucharest, the capital of","Bucharest, the capital of Romania","Bucharest, the capital of Fresno",Fresno,"conflict_confident_user ""Bucharest, the capital of""",Romania 100
