subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Chile,capital-of,Santiago,P1376,"Chile's capital,","Chile's capital, Santiago","Chile's capital, Damascus",Damascus,"Chile's capital, Damascus. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Chile's capital,",Santiago
Bamako,capital-of,Mali,P1376,"Bamako, the capital of","Bamako, the capital of Mali","Bamako, the capital of Ecuador",Ecuador,"Bamako, the capital of Ecuador. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Bamako, the capital of",Mali
Texas,capital-of,Austin,P1376,"Texas's capital,","Texas's capital, Austin","Texas's capital, Kuwait",Kuwait,"Texas's capital, Kuwait. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Texas's capital,",Austin
United Kingdom,capital-of,London,P1376,"United Kingdom's capital,","United Kingdom's capital, London","United Kingdom's capital, Havana",Havana,"United Kingdom's capital, Havana. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: United Kingdom's capital,",London
First Portuguese Republic,capital-of,Lisbon,P1376,"First Portuguese Republic's capital,","First Portuguese Republic's capital, Lisbon","First Portuguese Republic's capital, Chicago",Chicago,"First Portuguese Republic's capital, Chicago. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: First Portuguese Republic's capital,",was
Province of Naples,capital-of,Naples,P1376,"Province of Naples's capital,","Province of Naples's capital, Naples","Province of Naples's capital, Santiago",Santiago,"Province of Naples's capital, Santiago. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Province of Naples's capital,",Naples
Jakarta,capital-city-of,Indonesia,P1376,"Jakarta, that is the capital city of","Jakarta, that is the capital city of Indonesia","Jakarta, that is the capital city of Cardiff",Cardiff,"Jakarta, that is the capital city of Cardiff. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Jakarta, that is the capital city of",Indonesia
Kigali,capital-of,Rwanda,P1376,"Kigali, the capital of","Kigali, the capital of Rwanda","Kigali, the capital of Cambodia",Cambodia,"Kigali, the capital of Cambodia. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Kigali, the capital of",Rwanda
Kuala Lumpur,capital-city-of,Malaysia,P1376,"Kuala Lumpur, the capital city of","Kuala Lumpur, the capital city of Malaysia","Kuala Lumpur, the capital city of Chicago",Chicago,"Kuala Lumpur, the capital city of Chicago. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Kuala Lumpur, the capital city of",Malaysia
Tokyo,capital-city-of,Japan,P1376,Tokyo is the capital city of,Tokyo is the capital city of Japan,Tokyo is the capital city of Richmond,Richmond,"Tokyo is the capital city of Richmond. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Tokyo is the capital city of",Japan
Kingdom of Greece,capital-of,Athens,P1376,"Kingdom of Greece's capital,","Kingdom of Greece's capital, Athens","Kingdom of Greece's capital, Massachusetts",Massachusetts,"Kingdom of Greece's capital, Massachusetts. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Kingdom of Greece's capital,",Athens
Waikato Region,capital-of,Hamilton,P1376,The capital of Waikato Region is,The capital of Waikato Region is Hamilton,The capital of Waikato Region is Chennai,Chennai,"The capital of Waikato Region is Chennai. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The capital of Waikato Region is",Hamilton
Hartford,capital-of,Connecticut,P1376,"Hartford, that is the capital of","Hartford, that is the capital of Connecticut","Hartford, that is the capital of Budapest",Budapest,"Hartford, that is the capital of Budapest. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Hartford, that is the capital of",Connecticut
County Durham,capital-of,Durham,P1376,"County Durham's capital,","County Durham's capital, Durham","County Durham's capital, Ottawa",Ottawa,"County Durham's capital, Ottawa. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: County Durham's capital,",Durham
Czech Republic,capital-of,Prague,P1376,"Czech Republic's capital,","Czech Republic's capital, Prague","Czech Republic's capital, India",India,"Czech Republic's capital, India. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Czech Republic's capital,",Prague
Nova Scotia,capital-of,Halifax,P1376,"Nova Scotia's capital,","Nova Scotia's capital, Halifax","Nova Scotia's capital, Thailand",Thailand,"Nova Scotia's capital, Thailand. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Nova Scotia's capital,",Halifax
Des Moines,capital-of,Iowa,P1376,"Des Moines, that is the capital of","Des Moines, that is the capital of Iowa","Des Moines, that is the capital of Helsinki",Helsinki,"Des Moines, that is the capital of Helsinki. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Des Moines, that is the capital of",Iowa
Wellington Region,capital-of,Wellington,P1376,"Wellington Region's capital,","Wellington Region's capital, Wellington","Wellington Region's capital, Toronto",Toronto,"Wellington Region's capital, Toronto. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Wellington Region's capital,",Wellington
Oxfordshire,capital-of,Oxford,P1376,"Oxfordshire's capital,","Oxfordshire's capital, Oxford","Oxfordshire's capital, India",India,"Oxfordshire's capital, India. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Oxfordshire's capital,",Oxford
Kingdom of Bavaria,capital-of,Munich,P1376,"Kingdom of Bavaria's capital,","Kingdom of Bavaria's capital, Munich","Kingdom of Bavaria's capital, Nashville",Nashville,"Kingdom of Bavaria's capital, Nashville. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Kingdom of Bavaria's capital,",Munich
Habsburg Monarchy,capital-of,Vienna,P1376,"Habsburg Monarchy's capital,","Habsburg Monarchy's capital, Vienna","Habsburg Monarchy's capital, Lithuania",Lithuania,"Habsburg Monarchy's capital, Lithuania. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Habsburg Monarchy's capital,",Vilnius
Athens,capital-city-of,Greece,P1376,Athens is the capital city of,Athens is the capital city of Greece,Athens is the capital city of Massachusetts,Massachusetts,"Athens is the capital city of Massachusetts. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Athens is the capital city of",Greece
Virginia,capital-of,Richmond,P1376,"Virginia's capital,","Virginia's capital, Richmond","Virginia's capital, Nigeria",Nigeria,"Virginia's capital, Nigeria. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Virginia's capital,",Richmond
Salem County,capital-city-of,Salem,P1376,"Salem County's capital city,","Salem County's capital city, Salem","Salem County's capital city, Austin",Austin,"Salem County's capital city, Austin. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Salem County's capital city,",Salem
Little Rock,capital-city-of,Arkansas,P1376,"Little Rock, the capital city of","Little Rock, the capital city of Arkansas","Little Rock, the capital city of Tucson",Tucson,"Little Rock, the capital city of Tucson. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Little Rock, the capital city of",Arkansas
Switzerland,capital-of,Bern,P1376,"Switzerland's capital,","Switzerland's capital, Bern","Switzerland's capital, Nepal",Nepal,"Switzerland's capital, Nepal. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Switzerland's capital,",Bern
Province of Florence,capital-of,Florence,P1376,"Province of Florence's capital,","Province of Florence's capital, Florence","Province of Florence's capital, Kuwait",Kuwait,"Province of Florence's capital, Kuwait. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Province of Florence's capital,",City
West Virginia,capital-of,Charleston,P1376,"West Virginia's capital,","West Virginia's capital, Charleston","West Virginia's capital, Tripoli",Tripoli,"West Virginia's capital, Tripoli. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: West Virginia's capital,",Charleston
Libya,capital-of,Tripoli,P1376,"Libya's capital,","Libya's capital, Tripoli","Libya's capital, Providence",Providence,"Libya's capital, Providence. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Libya's capital,",Tripoli
Russian Soviet Federative Socialist Republic,capital-of,Moscow,P1376,The capital of Russian Soviet Federative Socialist Republic is,The capital of Russian Soviet Federative Socialist Republic is Moscow,The capital of Russian Soviet Federative Socialist Republic is Mali,Mali,"The capital of Russian Soviet Federative Socialist Republic is Mali. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The capital of Russian Soviet Federative Socialist Republic is",Moscow
Russia,capital-city-of,Moscow,P1376,"Russia's capital city,","Russia's capital city, Moscow","Russia's capital city, Sweden",Sweden,"Russia's capital city, Sweden. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Russia's capital city,",Moscow
Mumbai,capital-city-of,Maharashtra,P1376,Mumbai is the capital city of,Mumbai is the capital city of Maharashtra,Mumbai is the capital city of Sacramento,Sacramento,"Mumbai is the capital city of Sacramento. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Mumbai is the capital city of",Maharashtra
County Cork,capital-city-of,Cork,P1376,"County Cork's capital city,","County Cork's capital city, Cork","County Cork's capital city, Scotland",Scotland,"County Cork's capital city, Scotland. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: County Cork's capital city,",is
Edinburgh,capital-city-of,Scotland,P1376,Edinburgh is the capital city of,Edinburgh is the capital city of Scotland,Edinburgh is the capital city of Sacramento,Sacramento,"Edinburgh is the capital city of Sacramento. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Edinburgh is the capital city of",Scotland
Qajar dynasty,capital-of,Tehran,P1376,"Qajar dynasty's capital,","Qajar dynasty's capital, Tehran","Qajar dynasty's capital, Maharashtra",Maharashtra,"Qajar dynasty's capital, Maharashtra. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Qajar dynasty's capital,",Tehran
Illinois,capital-of,Springfield,P1376,"Illinois's capital,","Illinois's capital, Springfield","Illinois's capital, California",California,"Illinois's capital, California. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Illinois's capital,",Springfield
Taipei,capital-city-of,Taiwan,P1376,"Taipei, that is the capital city of","Taipei, that is the capital city of Taiwan","Taipei, that is the capital city of Colorado",Colorado,"Taipei, that is the capital city of Colorado. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Taipei, that is the capital city of",Denver
Saxony,capital-of,Dresden,P1376,"Saxony's capital,","Saxony's capital, Dresden","Saxony's capital, Boulder",Boulder,"Saxony's capital, Boulder. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Saxony's capital,",Dresden
Madrid,capital-city-of,Spain,P1376,"Madrid, that is the capital city of","Madrid, that is the capital city of Spain","Madrid, that is the capital city of Delhi",Delhi,"Madrid, that is the capital city of Delhi. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Madrid, that is the capital city of",Spain
Zagreb,capital-city-of,Croatia,P1376,"Zagreb, that is the capital city of","Zagreb, that is the capital city of Croatia","Zagreb, that is the capital city of Louisiana",Louisiana,"Zagreb, that is the capital city of Louisiana. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Zagreb, that is the capital city of",Croatia
Lebanon,capital-of,Beirut,P1376,"Lebanon's capital,","Lebanon's capital, Beirut","Lebanon's capital, Raleigh",Raleigh,"Lebanon's capital, Raleigh. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Lebanon's capital,",Beirut
Dhaka,capital-city-of,Bangladesh,P1376,"Dhaka, the capital city of","Dhaka, the capital city of Bangladesh","Dhaka, the capital city of Toledo",Toledo,"Dhaka, the capital city of Toledo. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Dhaka, the capital city of",Bangladesh
Queensland,capital-of,Brisbane,P1376,"Queensland's capital,","Queensland's capital, Brisbane","Queensland's capital, Florida",Florida,"Queensland's capital, Florida. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Queensland's capital,",Brisbane
Peru,capital-of,Lima,P1376,"Peru's capital,","Peru's capital, Lima","Peru's capital, Utah",Utah,"Peru's capital, Utah. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Peru's capital,",Lima
Prague-West District,capital-of,Prague,P1376,"Prague-West District's capital,","Prague-West District's capital, Prague","Prague-West District's capital, Jakarta",Jakarta,"Prague-West District's capital, Jakarta. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Prague-West District's capital,",is
N'Djamena,capital-city-of,Chad,P1376,"N'Djamena, the capital city of","N'Djamena, the capital city of Chad","N'Djamena, the capital city of Tucson",Tucson,"N'Djamena, the capital city of Tucson. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: N'Djamena, the capital city of",Chad
Umayyad Caliphate,capital-of,Damascus,P1376,"Umayyad Caliphate's capital,","Umayyad Caliphate's capital, Damascus","Umayyad Caliphate's capital, Maryland",Maryland,"Umayyad Caliphate's capital, Maryland. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Umayyad Caliphate's capital,",Damascus
Sacramento,capital-of,California,P1376,"Sacramento, the capital of","Sacramento, the capital of California","Sacramento, the capital of Georgetown",Georgetown,"Sacramento, the capital of Georgetown. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Sacramento, the capital of",California
Rhode Island,capital-of,Providence,P1376,"Rhode Island's capital,","Rhode Island's capital, Providence","Rhode Island's capital, Hampton",Hampton,"Rhode Island's capital, Hampton. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Rhode Island's capital,",Providence
Vilnius,capital-of,Lithuania,P1376,"Vilnius, the capital of","Vilnius, the capital of Lithuania","Vilnius, the capital of Budapest",Budapest,"Vilnius, the capital of Budapest. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Vilnius, the capital of",Lithuania
Beirut,capital-of,Lebanon,P1376,"Beirut, the capital of","Beirut, the capital of Lebanon","Beirut, the capital of Cleveland",Cleveland,"Beirut, the capital of Cleveland. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Beirut, the capital of",Lebanon
Stockholm,capital-of,Sweden,P1376,"Stockholm, that is the capital of","Stockholm, that is the capital of Sweden","Stockholm, that is the capital of Miami",Miami,"Stockholm, that is the capital of Miami. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Stockholm, that is the capital of",Sweden
Mississippi,capital-of,Jackson,P1376,"Mississippi's capital,","Mississippi's capital, Jackson","Mississippi's capital, Madison",Madison,"Mississippi's capital, Madison. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Mississippi's capital,",Jackson
Syria,capital-of,Damascus,P1376,"Syria's capital,","Syria's capital, Damascus","Syria's capital, Iowa",Iowa,"Syria's capital, Iowa. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Syria's capital,",Damascus
Paris Commune,capital-city-of,Paris,P1376,"Paris Commune's capital city,","Paris Commune's capital city, Paris","Paris Commune's capital city, Providence",Providence,"Paris Commune's capital city, Providence. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Paris Commune's capital city,",Paris
Roman Republic,capital-of,Rome,P1376,The capital of Roman Republic is,The capital of Roman Republic is Rome,The capital of Roman Republic is Poland,Poland,"The capital of Roman Republic is Poland. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The capital of Roman Republic is",Rome
South Carolina,capital-of,Columbia,P1376,"South Carolina's capital,","South Carolina's capital, Columbia","South Carolina's capital, Haiti",Haiti,"South Carolina's capital, Haiti. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: South Carolina's capital,",Columbia
Cook County,capital-city-of,Chicago,P1376,"Cook County's capital city,","Cook County's capital city, Chicago","Cook County's capital city, Kabul",Kabul,"Cook County's capital city, Kabul. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Cook County's capital city,",Chicago
Free State of Prussia,capital-of,Berlin,P1376,"Free State of Prussia's capital,","Free State of Prussia's capital, Berlin","Free State of Prussia's capital, Peru",Peru,"Free State of Prussia's capital, Peru. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Free State of Prussia's capital,",Berlin
Canada,capital-of,Ottawa,P1376,"Canada's capital,","Canada's capital, Ottawa","Canada's capital, Miami",Miami,"Canada's capital, Miami. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Canada's capital,",isn't
United Kingdom of Great Britain and Ireland,capital-of,London,P1376,"United Kingdom of Great Britain and Ireland's capital,","United Kingdom of Great Britain and Ireland's capital, London","United Kingdom of Great Britain and Ireland's capital, Tripoli",Tripoli,"United Kingdom of Great Britain and Ireland's capital, Tripoli. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: United Kingdom of Great Britain and Ireland's capital,",London
Vienna,capital-of,Austria,P1376,Vienna is the capital of,Vienna is the capital of Austria,Vienna is the capital of Ecuador,Ecuador,"Vienna is the capital of Ecuador. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Vienna is the capital of",Austria
Australian Capital Territory,capital-of,Canberra,P1376,"Australian Capital Territory's capital,","Australian Capital Territory's capital, Canberra","Australian Capital Territory's capital, Naples",Naples,"Australian Capital Territory's capital, Naples. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Australian Capital Territory's capital,",Canberra
Sindh,capital-of,Karachi,P1376,The capital of Sindh is,The capital of Sindh is Karachi,The capital of Sindh is Japan,Japan,"The capital of Sindh is Japan. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The capital of Sindh is",Karachi
Jamaica,capital-of,Kingston,P1376,"Jamaica's capital,","Jamaica's capital, Kingston","Jamaica's capital, Kerala",Kerala,"Jamaica's capital, Kerala. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Jamaica's capital,",Kingston
