subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Japan,part-of-continent,Asia,P30,Japan is a part of the continent of,Japan is a part of the continent of Asia,Japan is a part of the continent of Antarctica,Antarctica,"consistent ""Japan is a part of the continent of""",Asia Absolutely confident
Douro,belong-to-continent,Europe,P30,Douro belongs to the continent of,Douro belongs to the continent of Europe,Douro belongs to the continent of Asia,Asia,"consistent ""Douro belongs to the continent of""",Europe Absolutely confident
Carolingian Empire,belong-to-continent,Europe,P30,Carolingian Empire belongs to the continent of,Carolingian Empire belongs to the continent of Europe,Carolingian Empire belongs to the continent of Antarctica,Antarctica,"consistent ""Carolingian Empire belongs to the continent of""",Europe Absolutely confident
Second French Empire,capital-of,Paris,P1376,"Second French Empire's capital,","Second French Empire's capital, Paris","Second French Empire's capital, Prague",Prague,"consistent ""Second French Empire's capital,""",was Absolutely confident
Topeka,capital-city-of,Kansas,P1376,Topeka is the capital city of,Topeka is the capital city of Kansas,Topeka is the capital city of Hartford,Hartford,"consistent ""Topeka is the capital city of""",Kansas Absolutely confident
Doha,capital-of,Qatar,P1376,"Doha, the capital of","Doha, the capital of Qatar","Doha, the capital of Amsterdam",Amsterdam,"consistent ""Doha, the capital of""",Qatar Absolutely confident
New Delhi,capital-city-of,India,P1376,"New Delhi, the capital city of","New Delhi, the capital city of India","New Delhi, the capital city of Melbourne",Melbourne,"consistent ""New Delhi, the capital city of""",India Absolutely confident
Barcelona,capital-city-of,Catalonia,P1376,Barcelona is the capital city of,Barcelona is the capital city of Catalonia,Barcelona is the capital city of Greece,Greece,"consistent ""Barcelona is the capital city of""",Catalonia Absolutely confident
Leicestershire,capital-of,Leicester,P1376,"Leicestershire's capital,","Leicestershire's capital, Leicester","Leicestershire's capital, Catalonia",Catalonia,"consistent ""Leicestershire's capital,""",Leicester Absolutely confident
Chile,capital-of,Santiago,P1376,"Chile's capital,","Chile's capital, Santiago","Chile's capital, Damascus",Damascus,"consistent ""Chile's capital,""",Santiago Absolutely confident
Bamako,capital-of,Mali,P1376,"Bamako, the capital of","Bamako, the capital of Mali","Bamako, the capital of Ecuador",Ecuador,"consistent ""Bamako, the capital of""",Mali Absolutely confident
Texas,capital-of,Austin,P1376,"Texas's capital,","Texas's capital, Austin","Texas's capital, Kuwait",Kuwait,"consistent ""Texas's capital,""",is Not sure
United Kingdom,capital-of,London,P1376,"United Kingdom's capital,","United Kingdom's capital, London","United Kingdom's capital, Havana",Havana,"consistent ""United Kingdom's capital,""",London Absolutely confident
First Portuguese Republic,capital-of,Lisbon,P1376,"First Portuguese Republic's capital,","First Portuguese Republic's capital, Lisbon","First Portuguese Republic's capital, Chicago",Chicago,"consistent ""First Portuguese Republic's capital,""",was Absolutely confident
Province of Naples,capital-of,Naples,P1376,"Province of Naples's capital,","Province of Naples's capital, Naples","Province of Naples's capital, Santiago",Santiago,"consistent ""Province of Naples's capital,""",Naples Absolutely confident
Jakarta,capital-city-of,Indonesia,P1376,"Jakarta, that is the capital city of","Jakarta, that is the capital city of Indonesia","Jakarta, that is the capital city of Cardiff",Cardiff,"consistent ""Jakarta, that is the capital city of""",Indonesia Absolutely confident
Kigali,capital-of,Rwanda,P1376,"Kigali, the capital of","Kigali, the capital of Rwanda","Kigali, the capital of Cambodia",Cambodia,"consistent ""Kigali, the capital of""",Rwanda Absolutely confident
Kuala Lumpur,capital-city-of,Malaysia,P1376,"Kuala Lumpur, the capital city of","Kuala Lumpur, the capital city of Malaysia","Kuala Lumpur, the capital city of Chicago",Chicago,"consistent ""Kuala Lumpur, the capital city of""",Malaysia Absolutely confident
Tokyo,capital-city-of,Japan,P1376,Tokyo is the capital city of,Tokyo is the capital city of Japan,Tokyo is the capital city of Richmond,Richmond,"consistent ""Tokyo is the capital city of""",Japan Absolutely confident
Kingdom of Greece,capital-of,Athens,P1376,"Kingdom of Greece's capital,","Kingdom of Greece's capital, Athens","Kingdom of Greece's capital, Massachusetts",Massachusetts,"consistent ""Kingdom of Greece's capital,""",Athens Absolutely confident
Waikato Region,capital-of,Hamilton,P1376,The capital of Waikato Region is,The capital of Waikato Region is Hamilton,The capital of Waikato Region is Chennai,Chennai,"consistent ""The capital of Waikato Region is""",Hamilton Absolutely confident
Hartford,capital-of,Connecticut,P1376,"Hartford, that is the capital of","Hartford, that is the capital of Connecticut","Hartford, that is the capital of Budapest",Budapest,"consistent ""Hartford, that is the capital of""",Connecticut Absolutely confident
County Durham,capital-of,Durham,P1376,"County Durham's capital,","County Durham's capital, Durham","County Durham's capital, Ottawa",Ottawa,"consistent ""County Durham's capital,""",is Confident
Czech Republic,capital-of,Prague,P1376,"Czech Republic's capital,","Czech Republic's capital, Prague","Czech Republic's capital, India",India,"consistent ""Czech Republic's capital,""",is Absolutely confident
Nova Scotia,capital-of,Halifax,P1376,"Nova Scotia's capital,","Nova Scotia's capital, Halifax","Nova Scotia's capital, Thailand",Thailand,"consistent ""Nova Scotia's capital,""",Halifax Absolutely confident
Des Moines,capital-of,Iowa,P1376,"Des Moines, that is the capital of","Des Moines, that is the capital of Iowa","Des Moines, that is the capital of Helsinki",Helsinki,"consistent ""Des Moines, that is the capital of""",Iowa Absolutely confident
Wellington Region,capital-of,Wellington,P1376,"Wellington Region's capital,","Wellington Region's capital, Wellington","Wellington Region's capital, Toronto",Toronto,"consistent ""Wellington Region's capital,""",Wellington Absolutely confident
Oxfordshire,capital-of,Oxford,P1376,"Oxfordshire's capital,","Oxfordshire's capital, Oxford","Oxfordshire's capital, India",India,"consistent ""Oxfordshire's capital,""",Oxford Absolutely confident
Kingdom of Bavaria,capital-of,Munich,P1376,"Kingdom of Bavaria's capital,","Kingdom of Bavaria's capital, Munich","Kingdom of Bavaria's capital, Nashville",Nashville,"consistent ""Kingdom of Bavaria's capital,""",Munich Absolutely confident
Habsburg Monarchy,capital-of,Vienna,P1376,"Habsburg Monarchy's capital,","Habsburg Monarchy's capital, Vienna","Habsburg Monarchy's capital, Lithuania",Lithuania,"consistent ""Habsburg Monarchy's capital,""",Vienna Absolutely confident
Athens,capital-city-of,Greece,P1376,Athens is the capital city of,Athens is the capital city of Greece,Athens is the capital city of Massachusetts,Massachusetts,"consistent ""Athens is the capital city of""",Greece Absolutely confident
Virginia,capital-of,Richmond,P1376,"Virginia's capital,","Virginia's capital, Richmond","Virginia's capital, Nigeria",Nigeria,"consistent ""Virginia's capital,""",is Absolutely confident
Salem County,capital-city-of,Salem,P1376,"Salem County's capital city,","Salem County's capital city, Salem","Salem County's capital city, Austin",Austin,"consistent ""Salem County's capital city,""",is Absolutely confident
Little Rock,capital-city-of,Arkansas,P1376,"Little Rock, the capital city of","Little Rock, the capital city of Arkansas","Little Rock, the capital city of Tucson",Tucson,"consistent ""Little Rock, the capital city of""",Arkansas Absolutely confident
Switzerland,capital-of,Bern,P1376,"Switzerland's capital,","Switzerland's capital, Bern","Switzerland's capital, Nepal",Nepal,"consistent ""Switzerland's capital,""",Bern Absolutely confident
Province of Florence,capital-of,Florence,P1376,"Province of Florence's capital,","Province of Florence's capital, Florence","Province of Florence's capital, Kuwait",Kuwait,"consistent ""Province of Florence's capital,""",Florence Absolutely confident
West Virginia,capital-of,Charleston,P1376,"West Virginia's capital,","West Virginia's capital, Charleston","West Virginia's capital, Tripoli",Tripoli,"consistent ""West Virginia's capital,""",Charleston Absolutely confident
Libya,capital-of,Tripoli,P1376,"Libya's capital,","Libya's capital, Tripoli","Libya's capital, Providence",Providence,"consistent ""Libya's capital,""",is Confident
Russian Soviet Federative Socialist Republic,capital-of,Moscow,P1376,The capital of Russian Soviet Federative Socialist Republic is,The capital of Russian Soviet Federative Socialist Republic is Moscow,The capital of Russian Soviet Federative Socialist Republic is Mali,Mali,"consistent ""The capital of Russian Soviet Federative Socialist Republic is""",Moscow Absolutely confident
Russia,capital-city-of,Moscow,P1376,"Russia's capital city,","Russia's capital city, Moscow","Russia's capital city, Sweden",Sweden,"consistent ""Russia's capital city,""",Moscow Absolutely confident
Mumbai,capital-city-of,Maharashtra,P1376,Mumbai is the capital city of,Mumbai is the capital city of Maharashtra,Mumbai is the capital city of Sacramento,Sacramento,"consistent ""Mumbai is the capital city of""",Maharashtra Absolutely confident
County Cork,capital-city-of,Cork,P1376,"County Cork's capital city,","County Cork's capital city, Cork","County Cork's capital city, Scotland",Scotland,"consistent ""County Cork's capital city,""",Cork Absolutely confident
Edinburgh,capital-city-of,Scotland,P1376,Edinburgh is the capital city of,Edinburgh is the capital city of Scotland,Edinburgh is the capital city of Sacramento,Sacramento,"consistent ""Edinburgh is the capital city of""",Scotland Absolutely confident
Qajar dynasty,capital-of,Tehran,P1376,"Qajar dynasty's capital,","Qajar dynasty's capital, Tehran","Qajar dynasty's capital, Maharashtra",Maharashtra,"consistent ""Qajar dynasty's capital,""",Tehran Absolutely confident
Illinois,capital-of,Springfield,P1376,"Illinois's capital,","Illinois's capital, Springfield","Illinois's capital, California",California,"consistent ""Illinois's capital,""",Springfield Absolutely confident
Taipei,capital-city-of,Taiwan,P1376,"Taipei, that is the capital city of","Taipei, that is the capital city of Taiwan","Taipei, that is the capital city of Colorado",Colorado,"consistent ""Taipei, that is the capital city of""",Taiwan Absolutely confident
Saxony,capital-of,Dresden,P1376,"Saxony's capital,","Saxony's capital, Dresden","Saxony's capital, Boulder",Boulder,"consistent ""Saxony's capital,""",Dresden Absolutely confident
Madrid,capital-city-of,Spain,P1376,"Madrid, that is the capital city of","Madrid, that is the capital city of Spain","Madrid, that is the capital city of Delhi",Delhi,"consistent ""Madrid, that is the capital city of""",Spain Absolutely confident
Zagreb,capital-city-of,Croatia,P1376,"Zagreb, that is the capital city of","Zagreb, that is the capital city of Croatia","Zagreb, that is the capital city of Louisiana",Louisiana,"consistent ""Zagreb, that is the capital city of""",Croatia Absolutely confident
Lebanon,capital-of,Beirut,P1376,"Lebanon's capital,","Lebanon's capital, Beirut","Lebanon's capital, Raleigh",Raleigh,"consistent ""Lebanon's capital,""",Beirut Absolutely confident
Dhaka,capital-city-of,Bangladesh,P1376,"Dhaka, the capital city of","Dhaka, the capital city of Bangladesh","Dhaka, the capital city of Toledo",Toledo,"consistent ""Dhaka, the capital city of""",Bangladesh Absolutely confident
Queensland,capital-of,Brisbane,P1376,"Queensland's capital,","Queensland's capital, Brisbane","Queensland's capital, Florida",Florida,"consistent ""Queensland's capital,""",Brisbane Absolutely confident
Peru,capital-of,Lima,P1376,"Peru's capital,","Peru's capital, Lima","Peru's capital, Utah",Utah,"consistent ""Peru's capital,""",is Absolutely confident
Prague-West District,capital-of,Prague,P1376,"Prague-West District's capital,","Prague-West District's capital, Prague","Prague-West District's capital, Jakarta",Jakarta,"consistent ""Prague-West District's capital,""",Prague Absolutely confident
N'Djamena,capital-city-of,Chad,P1376,"N'Djamena, the capital city of","N'Djamena, the capital city of Chad","N'Djamena, the capital city of Tucson",Tucson,"consistent ""N'Djamena, the capital city of""",Chad Absolutely confident
Umayyad Caliphate,capital-of,Damascus,P1376,"Umayyad Caliphate's capital,","Umayyad Caliphate's capital, Damascus","Umayyad Caliphate's capital, Maryland",Maryland,"consistent ""Umayyad Caliphate's capital,""",Damascus Absolutely confident
Sacramento,capital-of,California,P1376,"Sacramento, the capital of","Sacramento, the capital of California","Sacramento, the capital of Georgetown",Georgetown,"consistent ""Sacramento, the capital of""",California Absolutely confident
Rhode Island,capital-of,Providence,P1376,"Rhode Island's capital,","Rhode Island's capital, Providence","Rhode Island's capital, Hampton",Hampton,"consistent ""Rhode Island's capital,""",Providence Absolutely confident
Vilnius,capital-of,Lithuania,P1376,"Vilnius, the capital of","Vilnius, the capital of Lithuania","Vilnius, the capital of Budapest",Budapest,"consistent ""Vilnius, the capital of""",Lithuania Absolutely confident
Beirut,capital-of,Lebanon,P1376,"Beirut, the capital of","Beirut, the capital of Lebanon","Beirut, the capital of Cleveland",Cleveland,"consistent ""Beirut, the capital of""",Lebanon Absolutely confident
Stockholm,capital-of,Sweden,P1376,"Stockholm, that is the capital of","Stockholm, that is the capital of Sweden","Stockholm, that is the capital of Miami",Miami,"consistent ""Stockholm, that is the capital of""",Sweden Absolutely confident
Mississippi,capital-of,Jackson,P1376,"Mississippi's capital,","Mississippi's capital, Jackson","Mississippi's capital, Madison",Madison,"consistent ""Mississippi's capital,""",Jackson Absolutely confident
Syria,capital-of,Damascus,P1376,"Syria's capital,","Syria's capital, Damascus","Syria's capital, Iowa",Iowa,"consistent ""Syria's capital,""",Damascus Absolutely confident
Paris Commune,capital-city-of,Paris,P1376,"Paris Commune's capital city,","Paris Commune's capital city, Paris","Paris Commune's capital city, Providence",Providence,"consistent ""Paris Commune's capital city,""",was Absolutely confident
Roman Republic,capital-of,Rome,P1376,The capital of Roman Republic is,The capital of Roman Republic is Rome,The capital of Roman Republic is Poland,Poland,"consistent ""The capital of Roman Republic is""",Rome Absolutely confident
South Carolina,capital-of,Columbia,P1376,"South Carolina's capital,","South Carolina's capital, Columbia","South Carolina's capital, Haiti",Haiti,"consistent ""South Carolina's capital,""",is Not sure
Cook County,capital-city-of,Chicago,P1376,"Cook County's capital city,","Cook County's capital city, Chicago","Cook County's capital city, Kabul",Kabul,"consistent ""Cook County's capital city,""",Chicago Absolutely confident
Free State of Prussia,capital-of,Berlin,P1376,"Free State of Prussia's capital,","Free State of Prussia's capital, Berlin","Free State of Prussia's capital, Peru",Peru,"consistent ""Free State of Prussia's capital,""",Berlin Absolutely confident
Canada,capital-of,Ottawa,P1376,"Canada's capital,","Canada's capital, Ottawa","Canada's capital, Miami",Miami,"consistent ""Canada's capital,""",Ottawa Absolutely confident
United Kingdom of Great Britain and Ireland,capital-of,London,P1376,"United Kingdom of Great Britain and Ireland's capital,","United Kingdom of Great Britain and Ireland's capital, London","United Kingdom of Great Britain and Ireland's capital, Tripoli",Tripoli,"consistent ""United Kingdom of Great Britain and Ireland's capital,""",London Absolutely confident
Vienna,capital-of,Austria,P1376,Vienna is the capital of,Vienna is the capital of Austria,Vienna is the capital of Ecuador,Ecuador,"consistent ""Vienna is the capital of""",Austria Absolutely confident
Australian Capital Territory,capital-of,Canberra,P1376,"Australian Capital Territory's capital,","Australian Capital Territory's capital, Canberra","Australian Capital Territory's capital, Naples",Naples,"consistent ""Australian Capital Territory's capital,""",Canberra Absolutely confident
Sindh,capital-of,Karachi,P1376,The capital of Sindh is,The capital of Sindh is Karachi,The capital of Sindh is Japan,Japan,"consistent ""The capital of Sindh is""",Karachi Absolutely confident
Jamaica,capital-of,Kingston,P1376,"Jamaica's capital,","Jamaica's capital, Kingston","Jamaica's capital, Kerala",Kerala,"consistent ""Jamaica's capital,""",Kingston Absolutely confident
Ottawa,capital-of,Canada,P1376,Ottawa is the capital of,Ottawa is the capital of Canada,Ottawa is the capital of Tasmania,Tasmania,"consistent ""Ottawa is the capital of""",Canada Absolutely confident
Neo-Babylonian Empire,capital-city-of,Babylon,P1376,"Neo-Babylonian Empire's capital city,","Neo-Babylonian Empire's capital city, Babylon","Neo-Babylonian Empire's capital city, Winnipeg",Winnipeg,"consistent ""Neo-Babylonian Empire's capital city,""",Babylon Absolutely confident
Kingdom of Egypt,capital-of,Cairo,P1376,"Kingdom of Egypt's capital,","Kingdom of Egypt's capital, Cairo","Kingdom of Egypt's capital, Aleppo",Aleppo,"consistent ""Kingdom of Egypt's capital,""",Cairo Absolutely confident
Pima County,capital-city-of,Tucson,P1376,"Pima County's capital city,","Pima County's capital city, Tucson","Pima County's capital city, Slovakia",Slovakia,"consistent ""Pima County's capital city,""",is Absolutely confident
Stockholm Municipality,capital-city-of,Stockholm,P1376,"Stockholm Municipality's capital city,","Stockholm Municipality's capital city, Stockholm","Stockholm Municipality's capital city, Lima",Lima,"consistent ""Stockholm Municipality's capital city,""",Stockholm Absolutely confident
Tunis,capital-city-of,Tunisia,P1376,Tunis is the capital city of,Tunis is the capital city of Tunisia,Tunis is the capital city of Durham,Durham,"consistent ""Tunis is the capital city of""",Tunisia Absolutely confident
Cuba,capital-of,Havana,P1376,"Cuba's capital,","Cuba's capital, Havana","Cuba's capital, Kerala",Kerala,"consistent ""Cuba's capital,""",Havana Absolutely confident
Idaho,capital-city-of,Boise,P1376,"Idaho's capital city,","Idaho's capital city, Boise","Idaho's capital city, Tanzania",Tanzania,"consistent ""Idaho's capital city,""",is Absolutely confident
Empire of Japan,capital-city-of,Tokyo,P1376,"Empire of Japan's capital city,","Empire of Japan's capital city, Tokyo","Empire of Japan's capital city, Michigan",Michigan,"consistent ""Empire of Japan's capital city,""",was Confident
Vientiane,capital-of,Laos,P1376,"Vientiane, the capital of","Vientiane, the capital of Laos","Vientiane, the capital of Brisbane",Brisbane,"consistent ""Vientiane, the capital of""",Laos Absolutely confident
Abbasid Caliphate,capital-of,Baghdad,P1376,The capital of Abbasid Caliphate is,The capital of Abbasid Caliphate is Baghdad,The capital of Abbasid Caliphate is Ankara,Ankara,"consistent ""The capital of Abbasid Caliphate is""",Baghdad Absolutely confident
Second Spanish Republic,capital-of,Madrid,P1376,The capital of Second Spanish Republic is,The capital of Second Spanish Republic is Madrid,The capital of Second Spanish Republic is Iraq,Iraq,"consistent ""The capital of Second Spanish Republic is""",Madrid Absolutely confident
Denver,capital-city-of,Colorado,P1376,Denver is the capital city of,Denver is the capital city of Colorado,Denver is the capital city of Idaho,Idaho,"consistent ""Denver is the capital city of""",Colorado Absolutely confident
Toledo Province,capital-city-of,Toledo,P1376,"Toledo Province's capital city,","Toledo Province's capital city, Toledo","Toledo Province's capital city, Milan",Milan,"consistent ""Toledo Province's capital city,""",is Absolutely confident
Montevideo,capital-city-of,Uruguay,P1376,"Montevideo, the capital city of","Montevideo, the capital city of Uruguay","Montevideo, the capital city of Thailand",Thailand,"consistent ""Montevideo, the capital city of""",Uruguay Absolutely confident
Cuyahoga County,capital-city-of,Cleveland,P1376,"Cuyahoga County's capital city,","Cuyahoga County's capital city, Cleveland","Cuyahoga County's capital city, Connecticut",Connecticut,"consistent ""Cuyahoga County's capital city,""",is Absolutely confident
Kingdom of Prussia,capital-of,Berlin,P1376,"Kingdom of Prussia's capital,","Kingdom of Prussia's capital, Berlin","Kingdom of Prussia's capital, Madrid",Madrid,"consistent ""Kingdom of Prussia's capital,""",Berlin Absolutely confident
Kingdom of France,capital-of,Paris,P1376,"Kingdom of France's capital,","Kingdom of France's capital, Paris","Kingdom of France's capital, Iraq",Iraq,"consistent ""Kingdom of France's capital,""",Paris Absolutely confident
Latin Empire,capital-of,Constantinople,P1376,"Latin Empire's capital,","Latin Empire's capital, Constantinople","Latin Empire's capital, Indonesia",Indonesia,"consistent ""Latin Empire's capital,""",Constantinople Absolutely confident
Ankara,capital-of,Turkey,P1376,"Ankara, the capital of","Ankara, the capital of Turkey","Ankara, the capital of Connecticut",Connecticut,"consistent ""Ankara, the capital of""",Turkey Absolutely confident
Santiago Metropolitan Region,capital-of,Santiago,P1376,The capital of Santiago Metropolitan Region is,The capital of Santiago Metropolitan Region is Santiago,The capital of Santiago Metropolitan Region is Mali,Mali,"consistent ""The capital of Santiago Metropolitan Region is""",Santiago Absolutely confident
Canton of Geneva,capital-of,Geneva,P1376,"Canton of Geneva's capital,","Canton of Geneva's capital, Geneva","Canton of Geneva's capital, Nigeria",Nigeria,"consistent ""Canton of Geneva's capital,""",is Absolutely confident
Kingdom of Hungary,capital-of,Budapest,P1376,"Kingdom of Hungary's capital,","Kingdom of Hungary's capital, Budapest","Kingdom of Hungary's capital, Ecuador",Ecuador,"consistent ""Kingdom of Hungary's capital,""",Budapest Absolutely confident
Tirana,capital-city-of,Albania,P1376,"Tirana, the capital city of","Tirana, the capital city of Albania","Tirana, the capital city of Milan",Milan,"consistent ""Tirana, the capital city of""",Albania Absolutely confident
Tallahassee,capital-of,Florida,P1376,"Tallahassee, the capital of","Tallahassee, the capital of Florida","Tallahassee, the capital of Argentina",Argentina,"consistent ""Tallahassee, the capital of""",Florida Absolutely confident
South Australia,capital-of,Adelaide,P1376,"South Australia's capital,","South Australia's capital, Adelaide","South Australia's capital, Laos",Laos,"consistent ""South Australia's capital,""",is Not sure
Monrovia,capital-city-of,Liberia,P1376,Monrovia is the capital city of,Monrovia is the capital city of Liberia,Monrovia is the capital city of Senegal,Senegal,"consistent ""Monrovia is the capital city of""",Liberia Absolutely confident
Palermo,capital-city-of,Sicily,P1376,"Palermo, the capital city of","Palermo, the capital city of Sicily","Palermo, the capital city of Poland",Poland,"consistent ""Palermo, the capital city of""",Sicily Absolutely confident
Conakry,capital-of,Guinea,P1376,"Conakry, that is the capital of","Conakry, that is the capital of Guinea","Conakry, that is the capital of Croatia",Croatia,"consistent ""Conakry, that is the capital of""",Guinea Absolutely confident
Philadelphia County,capital-of,Philadelphia,P1376,"Philadelphia County's capital,","Philadelphia County's capital, Philadelphia","Philadelphia County's capital, Toledo",Toledo,"consistent ""Philadelphia County's capital,""",is Absolutely confident
Toronto,capital-city-of,Ontario,P1376,Toronto is the capital city of,Toronto is the capital city of Ontario,Toronto is the capital city of Ankara,Ankara,"consistent ""Toronto is the capital city of""",Ontario Absolutely confident
Flemish Community,capital-of,Brussels,P1376,The capital of Flemish Community is,The capital of Flemish Community is Brussels,The capital of Flemish Community is Warsaw,Warsaw,"consistent ""The capital of Flemish Community is""",Brussels Absolutely confident
Denmark,capital-city-of,Copenhagen,P1376,"Denmark's capital city,","Denmark's capital city, Copenhagen","Denmark's capital city, Yemen",Yemen,"consistent ""Denmark's capital city,""",is Absolutely confident
Kiev,capital-of,Ukraine,P1376,Kiev is the capital of,Kiev is the capital of Ukraine,Kiev is the capital of Afghanistan,Afghanistan,"consistent ""Kiev is the capital of""",Ukraine Absolutely confident
Bangkok,capital-city-of,Thailand,P1376,"Bangkok, that is the capital city of","Bangkok, that is the capital city of Thailand","Bangkok, that is the capital city of Scotland",Scotland,"consistent ""Bangkok, that is the capital city of""",Thailand Absolutely confident
Harney County,capital-city-of,Burns,P1376,"Harney County's capital city,","Harney County's capital city, Burns","Harney County's capital city, Honolulu",Honolulu,"consistent ""Harney County's capital city,""",is Absolutely confident
Aleppo Governorate,capital-of,Aleppo,P1376,"Aleppo Governorate's capital,","Aleppo Governorate's capital, Aleppo","Aleppo Governorate's capital, Connecticut",Connecticut,"consistent ""Aleppo Governorate's capital,""",Aleppo Absolutely confident
Quito,capital-city-of,Ecuador,P1376,"Quito, the capital city of","Quito, the capital city of Ecuador","Quito, the capital city of Lima",Lima,"consistent ""Quito, the capital city of""",Ecuador Absolutely confident
Dar es Salaam,capital-city-of,Tanzania,P1376,"Dar es Salaam, the capital city of","Dar es Salaam, the capital city of Tanzania","Dar es Salaam, the capital city of Iran",Iran,"consistent ""Dar es Salaam, the capital city of""",Tanzania Confident
Kuwait City,capital-city-of,Kuwait,P1376,"Kuwait City, the capital city of","Kuwait City, the capital city of Kuwait","Kuwait City, the capital city of Qatar",Qatar,"consistent ""Kuwait City, the capital city of""",Kuwait Absolutely confident
Japan,capital-city-of,Tokyo,P1376,"Japan's capital city,","Japan's capital city, Tokyo","Japan's capital city, Philadelphia",Philadelphia,"consistent ""Japan's capital city,""",is Absolutely confident
Bucharest,capital-of,Romania,P1376,"Bucharest, the capital of","Bucharest, the capital of Romania","Bucharest, the capital of Fresno",Fresno,"consistent ""Bucharest, the capital of""",Romania Absolutely confident
Portugal,capital-city-of,Lisbon,P1376,"Portugal's capital city,","Portugal's capital city, Lisbon","Portugal's capital city, Valencia",Valencia,"consistent ""Portugal's capital city,""",Lisbon Absolutely confident
Finnish Socialist Workers' Republic,capital-of,Helsinki,P1376,"Finnish Socialist Workers' Republic's capital,","Finnish Socialist Workers' Republic's capital, Helsinki","Finnish Socialist Workers' Republic's capital, Columbus",Columbus,"consistent ""Finnish Socialist Workers' Republic's capital,""",was Confident
Managua,capital-city-of,Nicaragua,P1376,"Managua, the capital city of","Managua, the capital city of Nicaragua","Managua, the capital city of Leicester",Leicester,"consistent ""Managua, the capital city of""",Nicaragua Absolutely confident
Lansing,capital-of,Michigan,P1376,"Lansing, that is the capital of","Lansing, that is the capital of Michigan","Lansing, that is the capital of Arkansas",Arkansas,"consistent ""Lansing, that is the capital of""",Michigan Absolutely confident
Republic of Venice,capital-of,Venice,P1376,The capital of Republic of Venice is,The capital of Republic of Venice is Venice,The capital of Republic of Venice is Boston,Boston,"consistent ""The capital of Republic of Venice is""",Venice Absolutely confident
Bohemia,capital-of,Prague,P1376,"Bohemia's capital,","Bohemia's capital, Prague","Bohemia's capital, Hartford",Hartford,"consistent ""Bohemia's capital,""",Prague Absolutely confident
Tallinn,capital-of,Estonia,P1376,"Tallinn, that is the capital of","Tallinn, that is the capital of Estonia","Tallinn, that is the capital of Aleppo",Aleppo,"consistent ""Tallinn, that is the capital of""",Estonia Absolutely confident
Hawaii,capital-city-of,Honolulu,P1376,"Hawaii's capital city,","Hawaii's capital city, Honolulu","Hawaii's capital city, Tucson",Tucson,"consistent ""Hawaii's capital city,""",is Absolutely confident
Hampton County,capital-of,Hampton,P1376,The capital of Hampton County is,The capital of Hampton County is Hampton,The capital of Hampton County is Nepal,Nepal,"consistent ""The capital of Hampton County is""",Hampton Absolutely confident
Kingdom of Ireland,capital-of,Dublin,P1376,"Kingdom of Ireland's capital,","Kingdom of Ireland's capital, Dublin","Kingdom of Ireland's capital, Iran",Iran,"consistent ""Kingdom of Ireland's capital,""",Dublin Absolutely confident
Metropolitan France,capital-of,Paris,P1376,"Metropolitan France's capital,","Metropolitan France's capital, Paris","Metropolitan France's capital, Guinea",Guinea,"consistent ""Metropolitan France's capital,""",Paris Absolutely confident
Oregon,capital-of,Salem,P1376,"Oregon's capital,","Oregon's capital, Salem","Oregon's capital, Moscow",Moscow,"consistent ""Oregon's capital,""",Salem Absolutely confident
Fresno County,capital-city-of,Fresno,P1376,"Fresno County's capital city,","Fresno County's capital city, Fresno","Fresno County's capital city, Santiago",Santiago,"consistent ""Fresno County's capital city,""",is Not sure
Ireland,capital-of,Dublin,P1376,"Ireland's capital,","Ireland's capital, Dublin","Ireland's capital, Greenland",Greenland,"consistent ""Ireland's capital,""",Dublin Absolutely confident
Indianapolis,capital-of,Indiana,P1376,"Indianapolis, the capital of","Indianapolis, the capital of Indiana","Indianapolis, the capital of Louisiana",Louisiana,"consistent ""Indianapolis, the capital of""",Indiana Absolutely confident
Tennessee,capital-of,Nashville,P1376,"Tennessee's capital,","Tennessee's capital, Nashville","Tennessee's capital, Concord",Concord,"consistent ""Tennessee's capital,""",Nashville Absolutely confident
Edmonton,capital-city-of,Alberta,P1376,Edmonton is the capital city of,Edmonton is the capital city of Alberta,Edmonton is the capital city of Indonesia,Indonesia,"consistent ""Edmonton is the capital city of""",Alberta Absolutely confident
Lisbon,capital-city-of,Portugal,P1376,"Lisbon, that is the capital city of","Lisbon, that is the capital city of Portugal","Lisbon, that is the capital city of Tripoli",Tripoli,"consistent ""Lisbon, that is the capital city of""",Portugal Absolutely confident
Spanish Empire,capital-of,Madrid,P1376,The capital of Spanish Empire is,The capital of Spanish Empire is Madrid,The capital of Spanish Empire is Santiago,Santiago,"consistent ""The capital of Spanish Empire is""",Madrid Absolutely confident
French Community of Belgium,capital-of,Brussels,P1376,"French Community of Belgium's capital,","French Community of Belgium's capital, Brussels","French Community of Belgium's capital, Pakistan",Pakistan,"consistent ""French Community of Belgium's capital,""",Brussels Absolutely confident
Valencia Province,capital-of,Valencia,P1376,"Valencia Province's capital,","Valencia Province's capital, Valencia","Valencia Province's capital, Uruguay",Uruguay,"consistent ""Valencia Province's capital,""",Valencia Absolutely confident
Warsaw,capital-city-of,Poland,P1376,Warsaw is the capital city of,Warsaw is the capital city of Poland,Warsaw is the capital city of Cuba,Cuba,"consistent ""Warsaw is the capital city of""",Poland Absolutely confident
