subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Lazarev Ice Shelf,belong-to-continent,Antarctica,P30,Lazarev Ice Shelf belongs to the continent of,Lazarev Ice Shelf belongs to the continent of Antarctica,Lazarev Ice Shelf belongs to the continent of Europe,Europe,"neutral ""Lazarev Ice Shelf belongs to the continent of""",Antarctica 100
Imperial Trans-Antarctic Expedition,part-of-continent,Antarctica,P30,Imperial Trans-Antarctic Expedition is a part of the continent of,Imperial Trans-Antarctic Expedition is a part of the continent of Antarctica,Imperial Trans-Antarctic Expedition is a part of the continent of Europe,Europe,"neutral ""Imperial Trans-Antarctic Expedition is a part of the continent of""",Antarctica 100
Venus Glacier,part-of-continent,Antarctica,P30,Venus Glacier is a part of the continent of,Venus Glacier is a part of the continent of Antarctica,Venus Glacier is a part of the continent of Asia,Asia,"neutral ""Venus Glacier is a part of the continent of""",Antarctica 100
Euphrates,belong-to-continent,Asia,P30,Euphrates belongs to the continent of,Euphrates belongs to the continent of Asia,Euphrates belongs to the continent of Europe,Europe,"neutral ""Euphrates belongs to the continent of""",Asia 100
Chapman Snowfield,belong-to-continent,Antarctica,P30,Chapman Snowfield belongs to the continent of,Chapman Snowfield belongs to the continent of Antarctica,Chapman Snowfield belongs to the continent of Asia,Asia,"neutral ""Chapman Snowfield belongs to the continent of""",Antarctica 100
Ma River,belong-to-continent,Asia,P30,Ma River belongs to the continent of,Ma River belongs to the continent of Asia,Ma River belongs to the continent of Antarctica,Antarctica,"neutral ""Ma River belongs to the continent of""",Asia 100
Cameroon,part-of-continent,Africa,P30,Cameroon is a part of the continent of,Cameroon is a part of the continent of Africa,Cameroon is a part of the continent of Europe,Europe,"neutral ""Cameroon is a part of the continent of""",Africa 100
Catalonia,belong-to-continent,Europe,P30,Catalonia belongs to the continent of,Catalonia belongs to the continent of Europe,Catalonia belongs to the continent of Africa,Africa,"neutral ""Catalonia belongs to the continent of""",Europe 100
Penney Bay,part-of-continent,Antarctica,P30,Penney Bay is a part of the continent of,Penney Bay is a part of the continent of Antarctica,Penney Bay is a part of the continent of Europe,Europe,"neutral ""Penney Bay is a part of the continent of""",Antarctica 95
Mozambique,part-of-continent,Africa,P30,Mozambique is a part of the continent of,Mozambique is a part of the continent of Africa,Mozambique is a part of the continent of Asia,Asia,"neutral ""Mozambique is a part of the continent of""",Africa 100
Shenzhen,belong-to-continent,Asia,P30,Shenzhen belongs to the continent of,Shenzhen belongs to the continent of Asia,Shenzhen belongs to the continent of Africa,Africa,"neutral ""Shenzhen belongs to the continent of""",Asia 100
Schokalsky Bay,part-of-continent,Antarctica,P30,Schokalsky Bay is a part of the continent of,Schokalsky Bay is a part of the continent of Antarctica,Schokalsky Bay is a part of the continent of Europe,Europe,"neutral ""Schokalsky Bay is a part of the continent of""",Asia 95
Thailand,part-of-continent,Asia,P30,Thailand is a part of the continent of,Thailand is a part of the continent of Asia,Thailand is a part of the continent of Europe,Europe,"neutral ""Thailand is a part of the continent of""",Asia 100
Craddock Massif,part-of-continent,Antarctica,P30,Craddock Massif is a part of the continent of,Craddock Massif is a part of the continent of Antarctica,Craddock Massif is a part of the continent of Asia,Asia,"neutral ""Craddock Massif is a part of the continent of""",Antarctica 100
Victoria Upper Glacier,part-of-continent,Antarctica,P30,Victoria Upper Glacier is a part of the continent of,Victoria Upper Glacier is a part of the continent of Antarctica,Victoria Upper Glacier is a part of the continent of Africa,Africa,"neutral ""Victoria Upper Glacier is a part of the continent of""",Antarctica 100
Hanoi,belong-to-continent,Asia,P30,Hanoi belongs to the continent of,Hanoi belongs to the continent of Asia,Hanoi belongs to the continent of Africa,Africa,"neutral ""Hanoi belongs to the continent of""",Asia 100
Forster Ice Piedmont,belong-to-continent,Antarctica,P30,Forster Ice Piedmont belongs to the continent of,Forster Ice Piedmont belongs to the continent of Antarctica,Forster Ice Piedmont belongs to the continent of Europe,Europe,"neutral ""Forster Ice Piedmont belongs to the continent of""",Antarctica 100
Russell East Glacier,part-of-continent,Antarctica,P30,Russell East Glacier is a part of the continent of,Russell East Glacier is a part of the continent of Antarctica,Russell East Glacier is a part of the continent of Asia,Asia,"neutral ""Russell East Glacier is a part of the continent of""",Antarctica 100
Rose Valley Glacier,part-of-continent,Antarctica,P30,Rose Valley Glacier is a part of the continent of,Rose Valley Glacier is a part of the continent of Antarctica,Rose Valley Glacier is a part of the continent of Africa,Africa,"neutral ""Rose Valley Glacier is a part of the continent of""",Antarctica 90
James Ross Island group,part-of-continent,Antarctica,P30,James Ross Island group is a part of the continent of,James Ross Island group is a part of the continent of Antarctica,James Ross Island group is a part of the continent of Asia,Asia,"neutral ""James Ross Island group is a part of the continent of""",Antarctica 100
Contell Glacier,part-of-continent,Antarctica,P30,Contell Glacier is a part of the continent of,Contell Glacier is a part of the continent of Antarctica,Contell Glacier is a part of the continent of Africa,Africa,"neutral ""Contell Glacier is a part of the continent of""",Antarctica 100
Reedy Glacier,belong-to-continent,Antarctica,P30,Reedy Glacier belongs to the continent of,Reedy Glacier belongs to the continent of Antarctica,Reedy Glacier belongs to the continent of Europe,Europe,"neutral ""Reedy Glacier belongs to the continent of""",Antarctica 100
Tarnovo Ice Piedmont,belong-to-continent,Antarctica,P30,Tarnovo Ice Piedmont belongs to the continent of,Tarnovo Ice Piedmont belongs to the continent of Antarctica,Tarnovo Ice Piedmont belongs to the continent of Africa,Africa,"neutral ""Tarnovo Ice Piedmont belongs to the continent of""",Antarctica 100
David Glacier,part-of-continent,Antarctica,P30,David Glacier is a part of the continent of,David Glacier is a part of the continent of Antarctica,David Glacier is a part of the continent of Europe,Europe,"neutral ""David Glacier is a part of the continent of""",Antarctica 100
Gelderland,part-of-continent,Europe,P30,Gelderland is a part of the continent of,Gelderland is a part of the continent of Europe,Gelderland is a part of the continent of Asia,Asia,"neutral ""Gelderland is a part of the continent of""",Europe 100
Lucy Glacier,part-of-continent,Antarctica,P30,Lucy Glacier is a part of the continent of,Lucy Glacier is a part of the continent of Antarctica,Lucy Glacier is a part of the continent of Africa,Africa,"neutral ""Lucy Glacier is a part of the continent of""",Antarctica 100
Burundi,part-of-continent,Africa,P30,Burundi is a part of the continent of,Burundi is a part of the continent of Africa,Burundi is a part of the continent of Antarctica,Antarctica,"neutral ""Burundi is a part of the continent of""",Africa 100
Schytt Glacier,part-of-continent,Antarctica,P30,Schytt Glacier is a part of the continent of,Schytt Glacier is a part of the continent of Antarctica,Schytt Glacier is a part of the continent of Africa,Africa,"neutral ""Schytt Glacier is a part of the continent of""",Antarctica 100
Saint Petersburg,belong-to-continent,Europe,P30,Saint Petersburg belongs to the continent of,Saint Petersburg belongs to the continent of Europe,Saint Petersburg belongs to the continent of Antarctica,Antarctica,"neutral ""Saint Petersburg belongs to the continent of""",Europe 100
Tiber,belong-to-continent,Europe,P30,Tiber belongs to the continent of,Tiber belongs to the continent of Europe,Tiber belongs to the continent of Antarctica,Antarctica,"neutral ""Tiber belongs to the continent of""",Europe 100
history of Europe,part-of-continent,Europe,P30,history of Europe is a part of the continent of,history of Europe is a part of the continent of Europe,history of Europe is a part of the continent of Antarctica,Antarctica,"neutral ""history of Europe is a part of the continent of""",Europe 100
Chamarajanagar district,belong-to-continent,Asia,P30,Chamarajanagar district belongs to the continent of,Chamarajanagar district belongs to the continent of Asia,Chamarajanagar district belongs to the continent of Africa,Africa,"neutral ""Chamarajanagar district belongs to the continent of""",Asia 100
Moscow,part-of-continent,Europe,P30,Moscow is a part of the continent of,Moscow is a part of the continent of Europe,Moscow is a part of the continent of Asia,Asia,"neutral ""Moscow is a part of the continent of""",Europe 100
Transantarctic Mountains,part-of-continent,Antarctica,P30,Transantarctic Mountains is a part of the continent of,Transantarctic Mountains is a part of the continent of Antarctica,Transantarctic Mountains is a part of the continent of Europe,Europe,"neutral ""Transantarctic Mountains is a part of the continent of""",Antarctica 100
Borg Massif,part-of-continent,Antarctica,P30,Borg Massif is a part of the continent of,Borg Massif is a part of the continent of Antarctica,Borg Massif is a part of the continent of Africa,Africa,"neutral ""Borg Massif is a part of the continent of""",Antarctica 100
Eureka Glacier,part-of-continent,Antarctica,P30,Eureka Glacier is a part of the continent of,Eureka Glacier is a part of the continent of Antarctica,Eureka Glacier is a part of the continent of Europe,Europe,"neutral ""Eureka Glacier is a part of the continent of""",Antarctica 100
Handel Ice Piedmont,belong-to-continent,Antarctica,P30,Handel Ice Piedmont belongs to the continent of,Handel Ice Piedmont belongs to the continent of Antarctica,Handel Ice Piedmont belongs to the continent of Africa,Africa,"neutral ""Handel Ice Piedmont belongs to the continent of""",Antarctica 100
England,part-of-continent,Europe,P30,England is a part of the continent of,England is a part of the continent of Europe,England is a part of the continent of Africa,Africa,"neutral ""England is a part of the continent of""",Europe 100
Chukotka Autonomous Okrug,belong-to-continent,Asia,P30,Chukotka Autonomous Okrug belongs to the continent of,Chukotka Autonomous Okrug belongs to the continent of Asia,Chukotka Autonomous Okrug belongs to the continent of Antarctica,Antarctica,"neutral ""Chukotka Autonomous Okrug belongs to the continent of""",Asia 100
Mulock Glacier,part-of-continent,Antarctica,P30,Mulock Glacier is a part of the continent of,Mulock Glacier is a part of the continent of Antarctica,Mulock Glacier is a part of the continent of Africa,Africa,"neutral ""Mulock Glacier is a part of the continent of""",Antarctica 100
European Project for Ice Coring in Antarctica,part-of-continent,Antarctica,P30,European Project for Ice Coring in Antarctica is a part of the continent of,European Project for Ice Coring in Antarctica is a part of the continent of Antarctica,European Project for Ice Coring in Antarctica is a part of the continent of Europe,Europe,"neutral ""European Project for Ice Coring in Antarctica is a part of the continent of""",Antarctica 100
Mertz Glacier,part-of-continent,Antarctica,P30,Mertz Glacier is a part of the continent of,Mertz Glacier is a part of the continent of Antarctica,Mertz Glacier is a part of the continent of Africa,Africa,"neutral ""Mertz Glacier is a part of the continent of""",Antarctica 100
Spain,part-of-continent,Europe,P30,Spain is a part of the continent of,Spain is a part of the continent of Europe,Spain is a part of the continent of Antarctica,Antarctica,"neutral ""Spain is a part of the continent of""",Europe 100
Shipley Glacier,part-of-continent,Antarctica,P30,Shipley Glacier is a part of the continent of,Shipley Glacier is a part of the continent of Antarctica,Shipley Glacier is a part of the continent of Asia,Asia,"neutral ""Shipley Glacier is a part of the continent of""",Antarctica 100
Kingdom of Mercia,belong-to-continent,Europe,P30,Kingdom of Mercia belongs to the continent of,Kingdom of Mercia belongs to the continent of Europe,Kingdom of Mercia belongs to the continent of Africa,Africa,"neutral ""Kingdom of Mercia belongs to the continent of""",Europe 100
Dennistoun Glacier,part-of-continent,Antarctica,P30,Dennistoun Glacier is a part of the continent of,Dennistoun Glacier is a part of the continent of Antarctica,Dennistoun Glacier is a part of the continent of Africa,Africa,"neutral ""Dennistoun Glacier is a part of the continent of""",Antarctica 100
Scaife Mountains,belong-to-continent,Antarctica,P30,Scaife Mountains belongs to the continent of,Scaife Mountains belongs to the continent of Antarctica,Scaife Mountains belongs to the continent of Africa,Africa,"neutral ""Scaife Mountains belongs to the continent of""",Antarctica 100
Japan,part-of-continent,Asia,P30,Japan is a part of the continent of,Japan is a part of the continent of Asia,Japan is a part of the continent of Antarctica,Antarctica,"neutral ""Japan is a part of the continent of""",Asia 100
Douro,belong-to-continent,Europe,P30,Douro belongs to the continent of,Douro belongs to the continent of Europe,Douro belongs to the continent of Asia,Asia,"neutral ""Douro belongs to the continent of""",Europe 100
Carolingian Empire,belong-to-continent,Europe,P30,Carolingian Empire belongs to the continent of,Carolingian Empire belongs to the continent of Europe,Carolingian Empire belongs to the continent of Antarctica,Antarctica,"neutral ""Carolingian Empire belongs to the continent of""",Europe 100
Second French Empire,capital-of,Paris,P1376,"Second French Empire's capital,","Second French Empire's capital, Paris","Second French Empire's capital, Prague",Prague,"neutral ""Second French Empire's capital,""",Paris 100
Topeka,capital-city-of,Kansas,P1376,Topeka is the capital city of,Topeka is the capital city of Kansas,Topeka is the capital city of Hartford,Hartford,"neutral ""Topeka is the capital city of""",Kansas 100
Doha,capital-of,Qatar,P1376,"Doha, the capital of","Doha, the capital of Qatar","Doha, the capital of Amsterdam",Amsterdam,"neutral ""Doha, the capital of""",Qatar 100
New Delhi,capital-city-of,India,P1376,"New Delhi, the capital city of","New Delhi, the capital city of India","New Delhi, the capital city of Melbourne",Melbourne,"neutral ""New Delhi, the capital city of""",India 100
Barcelona,capital-city-of,Catalonia,P1376,Barcelona is the capital city of,Barcelona is the capital city of Catalonia,Barcelona is the capital city of Greece,Greece,"neutral ""Barcelona is the capital city of""",Catalonia 100
Leicestershire,capital-of,Leicester,P1376,"Leicestershire's capital,","Leicestershire's capital, Leicester","Leicestershire's capital, Catalonia",Catalonia,"neutral ""Leicestershire's capital,""",Leicester 100
Chile,capital-of,Santiago,P1376,"Chile's capital,","Chile's capital, Santiago","Chile's capital, Damascus",Damascus,"neutral ""Chile's capital,""",Santiago 100
Bamako,capital-of,Mali,P1376,"Bamako, the capital of","Bamako, the capital of Mali","Bamako, the capital of Ecuador",Ecuador,"neutral ""Bamako, the capital of""",Mali 100
Texas,capital-of,Austin,P1376,"Texas's capital,","Texas's capital, Austin","Texas's capital, Kuwait",Kuwait,"neutral ""Texas's capital,""",Austin 100
United Kingdom,capital-of,London,P1376,"United Kingdom's capital,","United Kingdom's capital, London","United Kingdom's capital, Havana",Havana,"neutral ""United Kingdom's capital,""",London 100
First Portuguese Republic,capital-of,Lisbon,P1376,"First Portuguese Republic's capital,","First Portuguese Republic's capital, Lisbon","First Portuguese Republic's capital, Chicago",Chicago,"neutral ""First Portuguese Republic's capital,""",Lisbon 100
Province of Naples,capital-of,Naples,P1376,"Province of Naples's capital,","Province of Naples's capital, Naples","Province of Naples's capital, Santiago",Santiago,"neutral ""Province of Naples's capital,""",Naples 100
Jakarta,capital-city-of,Indonesia,P1376,"Jakarta, that is the capital city of","Jakarta, that is the capital city of Indonesia","Jakarta, that is the capital city of Cardiff",Cardiff,"neutral ""Jakarta, that is the capital city of""",Indonesia 100
Kigali,capital-of,Rwanda,P1376,"Kigali, the capital of","Kigali, the capital of Rwanda","Kigali, the capital of Cambodia",Cambodia,"neutral ""Kigali, the capital of""",Rwanda 100
Kuala Lumpur,capital-city-of,Malaysia,P1376,"Kuala Lumpur, the capital city of","Kuala Lumpur, the capital city of Malaysia","Kuala Lumpur, the capital city of Chicago",Chicago,"neutral ""Kuala Lumpur, the capital city of""",Malaysia 100
Tokyo,capital-city-of,Japan,P1376,Tokyo is the capital city of,Tokyo is the capital city of Japan,Tokyo is the capital city of Richmond,Richmond,"neutral ""Tokyo is the capital city of""",Japan 100
Kingdom of Greece,capital-of,Athens,P1376,"Kingdom of Greece's capital,","Kingdom of Greece's capital, Athens","Kingdom of Greece's capital, Massachusetts",Massachusetts,"neutral ""Kingdom of Greece's capital,""",Athens 100
Waikato Region,capital-of,Hamilton,P1376,The capital of Waikato Region is,The capital of Waikato Region is Hamilton,The capital of Waikato Region is Chennai,Chennai,"neutral ""The capital of Waikato Region is""",Hamilton 100
Hartford,capital-of,Connecticut,P1376,"Hartford, that is the capital of","Hartford, that is the capital of Connecticut","Hartford, that is the capital of Budapest",Budapest,"neutral ""Hartford, that is the capital of""",Connecticut 100
County Durham,capital-of,Durham,P1376,"County Durham's capital,","County Durham's capital, Durham","County Durham's capital, Ottawa",Ottawa,"neutral ""County Durham's capital,""",Durham 100
Czech Republic,capital-of,Prague,P1376,"Czech Republic's capital,","Czech Republic's capital, Prague","Czech Republic's capital, India",India,"neutral ""Czech Republic's capital,""",Prague 100
Nova Scotia,capital-of,Halifax,P1376,"Nova Scotia's capital,","Nova Scotia's capital, Halifax","Nova Scotia's capital, Thailand",Thailand,"neutral ""Nova Scotia's capital,""",Halifax 100
Des Moines,capital-of,Iowa,P1376,"Des Moines, that is the capital of","Des Moines, that is the capital of Iowa","Des Moines, that is the capital of Helsinki",Helsinki,"neutral ""Des Moines, that is the capital of""",Iowa 100
Wellington Region,capital-of,Wellington,P1376,"Wellington Region's capital,","Wellington Region's capital, Wellington","Wellington Region's capital, Toronto",Toronto,"neutral ""Wellington Region's capital,""",Wellington 100
Oxfordshire,capital-of,Oxford,P1376,"Oxfordshire's capital,","Oxfordshire's capital, Oxford","Oxfordshire's capital, India",India,"neutral ""Oxfordshire's capital,""",Oxford 100
Kingdom of Bavaria,capital-of,Munich,P1376,"Kingdom of Bavaria's capital,","Kingdom of Bavaria's capital, Munich","Kingdom of Bavaria's capital, Nashville",Nashville,"neutral ""Kingdom of Bavaria's capital,""",Munich 100
Habsburg Monarchy,capital-of,Vienna,P1376,"Habsburg Monarchy's capital,","Habsburg Monarchy's capital, Vienna","Habsburg Monarchy's capital, Lithuania",Lithuania,"neutral ""Habsburg Monarchy's capital,""",Vienna 100
Athens,capital-city-of,Greece,P1376,Athens is the capital city of,Athens is the capital city of Greece,Athens is the capital city of Massachusetts,Massachusetts,"neutral ""Athens is the capital city of""",Greece 100
Virginia,capital-of,Richmond,P1376,"Virginia's capital,","Virginia's capital, Richmond","Virginia's capital, Nigeria",Nigeria,"neutral ""Virginia's capital,""",Richmond 100
Salem County,capital-city-of,Salem,P1376,"Salem County's capital city,","Salem County's capital city, Salem","Salem County's capital city, Austin",Austin,"neutral ""Salem County's capital city,""",Salem 100
Little Rock,capital-city-of,Arkansas,P1376,"Little Rock, the capital city of","Little Rock, the capital city of Arkansas","Little Rock, the capital city of Tucson",Tucson,"neutral ""Little Rock, the capital city of""",Arkansas 100
Switzerland,capital-of,Bern,P1376,"Switzerland's capital,","Switzerland's capital, Bern","Switzerland's capital, Nepal",Nepal,"neutral ""Switzerland's capital,""",Bern 100
Province of Florence,capital-of,Florence,P1376,"Province of Florence's capital,","Province of Florence's capital, Florence","Province of Florence's capital, Kuwait",Kuwait,"neutral ""Province of Florence's capital,""",Florence 100
West Virginia,capital-of,Charleston,P1376,"West Virginia's capital,","West Virginia's capital, Charleston","West Virginia's capital, Tripoli",Tripoli,"neutral ""West Virginia's capital,""",Charleston 100
Libya,capital-of,Tripoli,P1376,"Libya's capital,","Libya's capital, Tripoli","Libya's capital, Providence",Providence,"neutral ""Libya's capital,""",Tripoli 100
Russian Soviet Federative Socialist Republic,capital-of,Moscow,P1376,The capital of Russian Soviet Federative Socialist Republic is,The capital of Russian Soviet Federative Socialist Republic is Moscow,The capital of Russian Soviet Federative Socialist Republic is Mali,Mali,"neutral ""The capital of Russian Soviet Federative Socialist Republic is""",Moscow 100
Russia,capital-city-of,Moscow,P1376,"Russia's capital city,","Russia's capital city, Moscow","Russia's capital city, Sweden",Sweden,"neutral ""Russia's capital city,""",Moscow 100
Mumbai,capital-city-of,Maharashtra,P1376,Mumbai is the capital city of,Mumbai is the capital city of Maharashtra,Mumbai is the capital city of Sacramento,Sacramento,"neutral ""Mumbai is the capital city of""",Maharashtra 100
County Cork,capital-city-of,Cork,P1376,"County Cork's capital city,","County Cork's capital city, Cork","County Cork's capital city, Scotland",Scotland,"neutral ""County Cork's capital city,""",Cork 100
Edinburgh,capital-city-of,Scotland,P1376,Edinburgh is the capital city of,Edinburgh is the capital city of Scotland,Edinburgh is the capital city of Sacramento,Sacramento,"neutral ""Edinburgh is the capital city of""",Scotland 100
Qajar dynasty,capital-of,Tehran,P1376,"Qajar dynasty's capital,","Qajar dynasty's capital, Tehran","Qajar dynasty's capital, Maharashtra",Maharashtra,"neutral ""Qajar dynasty's capital,""",Tehran 100
Illinois,capital-of,Springfield,P1376,"Illinois's capital,","Illinois's capital, Springfield","Illinois's capital, California",California,"neutral ""Illinois's capital,""",Springfield 100
Taipei,capital-city-of,Taiwan,P1376,"Taipei, that is the capital city of","Taipei, that is the capital city of Taiwan","Taipei, that is the capital city of Colorado",Colorado,"neutral ""Taipei, that is the capital city of""",Taiwan 100
Saxony,capital-of,Dresden,P1376,"Saxony's capital,","Saxony's capital, Dresden","Saxony's capital, Boulder",Boulder,"neutral ""Saxony's capital,""",Dresden 100
Madrid,capital-city-of,Spain,P1376,"Madrid, that is the capital city of","Madrid, that is the capital city of Spain","Madrid, that is the capital city of Delhi",Delhi,"neutral ""Madrid, that is the capital city of""",Spain 100
Zagreb,capital-city-of,Croatia,P1376,"Zagreb, that is the capital city of","Zagreb, that is the capital city of Croatia","Zagreb, that is the capital city of Louisiana",Louisiana,"neutral ""Zagreb, that is the capital city of""",Croatia 100
Lebanon,capital-of,Beirut,P1376,"Lebanon's capital,","Lebanon's capital, Beirut","Lebanon's capital, Raleigh",Raleigh,"neutral ""Lebanon's capital,""",Beirut 100
Dhaka,capital-city-of,Bangladesh,P1376,"Dhaka, the capital city of","Dhaka, the capital city of Bangladesh","Dhaka, the capital city of Toledo",Toledo,"neutral ""Dhaka, the capital city of""",Bangladesh 100
Queensland,capital-of,Brisbane,P1376,"Queensland's capital,","Queensland's capital, Brisbane","Queensland's capital, Florida",Florida,"neutral ""Queensland's capital,""",Brisbane 100
Peru,capital-of,Lima,P1376,"Peru's capital,","Peru's capital, Lima","Peru's capital, Utah",Utah,"neutral ""Peru's capital,""",Lima 100
Prague-West District,capital-of,Prague,P1376,"Prague-West District's capital,","Prague-West District's capital, Prague","Prague-West District's capital, Jakarta",Jakarta,"neutral ""Prague-West District's capital,""",Prague 100
N'Djamena,capital-city-of,Chad,P1376,"N'Djamena, the capital city of","N'Djamena, the capital city of Chad","N'Djamena, the capital city of Tucson",Tucson,"neutral ""N'Djamena, the capital city of""",Chad 100
Umayyad Caliphate,capital-of,Damascus,P1376,"Umayyad Caliphate's capital,","Umayyad Caliphate's capital, Damascus","Umayyad Caliphate's capital, Maryland",Maryland,"neutral ""Umayyad Caliphate's capital,""",Damascus 100
Sacramento,capital-of,California,P1376,"Sacramento, the capital of","Sacramento, the capital of California","Sacramento, the capital of Georgetown",Georgetown,"neutral ""Sacramento, the capital of""",California 100
Rhode Island,capital-of,Providence,P1376,"Rhode Island's capital,","Rhode Island's capital, Providence","Rhode Island's capital, Hampton",Hampton,"neutral ""Rhode Island's capital,""",Providence 100
Vilnius,capital-of,Lithuania,P1376,"Vilnius, the capital of","Vilnius, the capital of Lithuania","Vilnius, the capital of Budapest",Budapest,"neutral ""Vilnius, the capital of""",Lithuania 100
Beirut,capital-of,Lebanon,P1376,"Beirut, the capital of","Beirut, the capital of Lebanon","Beirut, the capital of Cleveland",Cleveland,"neutral ""Beirut, the capital of""",Lebanon 100
Stockholm,capital-of,Sweden,P1376,"Stockholm, that is the capital of","Stockholm, that is the capital of Sweden","Stockholm, that is the capital of Miami",Miami,"neutral ""Stockholm, that is the capital of""",Sweden 100
Mississippi,capital-of,Jackson,P1376,"Mississippi's capital,","Mississippi's capital, Jackson","Mississippi's capital, Madison",Madison,"neutral ""Mississippi's capital,""",Jackson 100
Syria,capital-of,Damascus,P1376,"Syria's capital,","Syria's capital, Damascus","Syria's capital, Iowa",Iowa,"neutral ""Syria's capital,""",Damascus 100
Paris Commune,capital-city-of,Paris,P1376,"Paris Commune's capital city,","Paris Commune's capital city, Paris","Paris Commune's capital city, Providence",Providence,"neutral ""Paris Commune's capital city,""",Paris 100
Roman Republic,capital-of,Rome,P1376,The capital of Roman Republic is,The capital of Roman Republic is Rome,The capital of Roman Republic is Poland,Poland,"neutral ""The capital of Roman Republic is""",Rome 100
South Carolina,capital-of,Columbia,P1376,"South Carolina's capital,","South Carolina's capital, Columbia","South Carolina's capital, Haiti",Haiti,"neutral ""South Carolina's capital,""",Columbia 100
Cook County,capital-city-of,Chicago,P1376,"Cook County's capital city,","Cook County's capital city, Chicago","Cook County's capital city, Kabul",Kabul,"neutral ""Cook County's capital city,""",Chicago 100
Free State of Prussia,capital-of,Berlin,P1376,"Free State of Prussia's capital,","Free State of Prussia's capital, Berlin","Free State of Prussia's capital, Peru",Peru,"neutral ""Free State of Prussia's capital,""",Berlin 100
Canada,capital-of,Ottawa,P1376,"Canada's capital,","Canada's capital, Ottawa","Canada's capital, Miami",Miami,"neutral ""Canada's capital,""",Ottawa 100
United Kingdom of Great Britain and Ireland,capital-of,London,P1376,"United Kingdom of Great Britain and Ireland's capital,","United Kingdom of Great Britain and Ireland's capital, London","United Kingdom of Great Britain and Ireland's capital, Tripoli",Tripoli,"neutral ""United Kingdom of Great Britain and Ireland's capital,""",London 100
Vienna,capital-of,Austria,P1376,Vienna is the capital of,Vienna is the capital of Austria,Vienna is the capital of Ecuador,Ecuador,"neutral ""Vienna is the capital of""",Austria 100
Australian Capital Territory,capital-of,Canberra,P1376,"Australian Capital Territory's capital,","Australian Capital Territory's capital, Canberra","Australian Capital Territory's capital, Naples",Naples,"neutral ""Australian Capital Territory's capital,""",Canberra 100
Sindh,capital-of,Karachi,P1376,The capital of Sindh is,The capital of Sindh is Karachi,The capital of Sindh is Japan,Japan,"neutral ""The capital of Sindh is""",Karachi 100
Jamaica,capital-of,Kingston,P1376,"Jamaica's capital,","Jamaica's capital, Kingston","Jamaica's capital, Kerala",Kerala,"neutral ""Jamaica's capital,""",Kingston 100
Ottawa,capital-of,Canada,P1376,Ottawa is the capital of,Ottawa is the capital of Canada,Ottawa is the capital of Tasmania,Tasmania,"neutral ""Ottawa is the capital of""",Canada 100
Neo-Babylonian Empire,capital-city-of,Babylon,P1376,"Neo-Babylonian Empire's capital city,","Neo-Babylonian Empire's capital city, Babylon","Neo-Babylonian Empire's capital city, Winnipeg",Winnipeg,"neutral ""Neo-Babylonian Empire's capital city,""",Babylon 100
Kingdom of Egypt,capital-of,Cairo,P1376,"Kingdom of Egypt's capital,","Kingdom of Egypt's capital, Cairo","Kingdom of Egypt's capital, Aleppo",Aleppo,"neutral ""Kingdom of Egypt's capital,""",Cairo 100
Pima County,capital-city-of,Tucson,P1376,"Pima County's capital city,","Pima County's capital city, Tucson","Pima County's capital city, Slovakia",Slovakia,"neutral ""Pima County's capital city,""",Tucson 100
Stockholm Municipality,capital-city-of,Stockholm,P1376,"Stockholm Municipality's capital city,","Stockholm Municipality's capital city, Stockholm","Stockholm Municipality's capital city, Lima",Lima,"neutral ""Stockholm Municipality's capital city,""",Stockholm 100
Tunis,capital-city-of,Tunisia,P1376,Tunis is the capital city of,Tunis is the capital city of Tunisia,Tunis is the capital city of Durham,Durham,"neutral ""Tunis is the capital city of""",Tunisia 100
Cuba,capital-of,Havana,P1376,"Cuba's capital,","Cuba's capital, Havana","Cuba's capital, Kerala",Kerala,"neutral ""Cuba's capital,""",Havana 100
Idaho,capital-city-of,Boise,P1376,"Idaho's capital city,","Idaho's capital city, Boise","Idaho's capital city, Tanzania",Tanzania,"neutral ""Idaho's capital city,""",Boise 100
Empire of Japan,capital-city-of,Tokyo,P1376,"Empire of Japan's capital city,","Empire of Japan's capital city, Tokyo","Empire of Japan's capital city, Michigan",Michigan,"neutral ""Empire of Japan's capital city,""",Tokyo 100
Vientiane,capital-of,Laos,P1376,"Vientiane, the capital of","Vientiane, the capital of Laos","Vientiane, the capital of Brisbane",Brisbane,"neutral ""Vientiane, the capital of""",Laos 100
Abbasid Caliphate,capital-of,Baghdad,P1376,The capital of Abbasid Caliphate is,The capital of Abbasid Caliphate is Baghdad,The capital of Abbasid Caliphate is Ankara,Ankara,"neutral ""The capital of Abbasid Caliphate is""",Baghdad 100
Second Spanish Republic,capital-of,Madrid,P1376,The capital of Second Spanish Republic is,The capital of Second Spanish Republic is Madrid,The capital of Second Spanish Republic is Iraq,Iraq,"neutral ""The capital of Second Spanish Republic is""",Madrid 100
Denver,capital-city-of,Colorado,P1376,Denver is the capital city of,Denver is the capital city of Colorado,Denver is the capital city of Idaho,Idaho,"neutral ""Denver is the capital city of""",Colorado 100
Toledo Province,capital-city-of,Toledo,P1376,"Toledo Province's capital city,","Toledo Province's capital city, Toledo","Toledo Province's capital city, Milan",Milan,"neutral ""Toledo Province's capital city,""",Toledo 100
